time,.data
1969/12/31/19:31:41.466000,VERTEX_SE2 1901.463 4.8286560054389565 -4.912872126796262 3.1107299607969243
1969/12/31/19:31:41.472000,VERTEX_SE2 1901.47 4.828655813526824 -4.912872120920748 3.1104733509607096
1969/12/31/19:31:41.484000,VERTEX_SE2 1901.48 4.828655485682579 -4.912872110834094 3.1101109511316682
1969/12/31/19:31:41.489000,VERTEX_SE2 1901.488 4.828655756056096 -4.912872119270853 3.1098232132508326
1969/12/31/19:31:41.503000,VERTEX_SE2 1901.5 4.828655018017069 -4.912872096134223 3.1093922985889697
1969/12/31/19:31:41.511000,VERTEX_SE2 1901.509 4.828654700783945 -4.912872086018335 3.109069011287714
1969/12/31/19:31:41.524000,VERTEX_SE2 1901.52 4.824246923495685 -4.912730413548975 3.1086757839869854
1969/12/31/19:31:41.531000,VERTEX_SE2 1901.529 4.820645328420421 -4.912612943128371 3.1083635767650923
1969/12/31/19:31:41.542000,VERTEX_SE2 1901.539 4.816647770255489 -4.912481437273661 3.108019186610735
1969/12/31/19:31:41.550000,VERTEX_SE2 1901.548 4.8130575725683205 -4.9123619194770285 3.1077234623796155
1969/12/31/19:31:41.565000,VERTEX_SE2 1901.563 4.80705719571876 -4.912161354302887 3.1072672608468626
1969/12/31/19:31:41.573000,VERTEX_SE2 1901.569 4.804652268570382 -4.912079206212075 3.107086837308675
1969/12/31/19:31:41.586000,VERTEX_SE2 1901.583 4.799060510945065 -4.911888564881847 3.106661095736693
1969/12/31/19:31:41.601000,VERTEX_SE2 1901.597 4.793472729461585 -4.9116955573367775 3.106256808267073
1969/12/31/19:31:41.606000,VERTEX_SE2 1901.603 4.791079242850426 -4.911611362468463 3.1060831260314146
1969/12/31/19:31:41.613000,VERTEX_SE2 1901.61 4.788276633765021 -4.9115123616962935 3.1058834192716787
1969/12/31/19:31:41.626000,VERTEX_SE2 1901.624 4.782679110606461 -4.911314228046415 3.10555607755629
1969/12/31/19:31:41.642000,VERTEX_SE2 1901.639 4.776691186408177 -4.911100623684424 3.1051769043438213
1969/12/31/19:31:41.646000,VERTEX_SE2 1901.643 4.775096686672382 -4.911042689812121 3.1050787522670578
1969/12/31/19:31:41.652000,VERTEX_SE2 1901.649 4.772696459273499 -4.910955369782933 3.10492871263177
1969/12/31/19:31:41.663000,VERTEX_SE2 1901.66 4.7682983004149335 -4.910794995283187 3.104712631402629
1969/12/31/19:31:41.675000,VERTEX_SE2 1901.671 4.763910416994766 -4.91063400463692 3.1045059777508435
1969/12/31/19:31:41.684000,VERTEX_SE2 1901.679 4.760711925677241 -4.910515802058204 3.1043582210031895
1969/12/31/19:31:41.692000,VERTEX_SE2 1901.689 4.7567104131425015 -4.910367452505139 3.104180187010461
1969/12/31/19:31:41.701000,VERTEX_SE2 1901.701 4.751911876997901 -4.910188909200875 3.1039584331728403
1969/12/31/19:31:41.715000,VERTEX_SE2 1901.714 4.746710753935414 -4.909994186103247 3.103745399222558
1969/12/31/19:31:41.721000,VERTEX_SE2 1901.721 4.743911601955859 -4.909888479091006 3.1036441500161622
1969/12/31/19:31:41.747000,VERTEX_SE2 1901.745 4.734310018117995 -4.909527104052472 3.1033149137195233
1969/12/31/19:31:41.754000,VERTEX_SE2 1901.752 4.73151706197792 -4.909420388602411 3.1032273775149952
1969/12/31/19:31:41.760000,VERTEX_SE2 1901.754 4.730715900928469 -4.909389657823682 3.1032011100907018
1969/12/31/19:31:41.766000,VERTEX_SE2 1901.758 4.729117038898952 -4.909328327273825 3.10314964509411
1969/12/31/19:31:41.771000,VERTEX_SE2 1901.77 4.72430935681106 -4.9091441740768245 3.102991866386495
1969/12/31/19:31:41.788000,VERTEX_SE2 1901.783 4.719122935831427 -4.9089446955892955 3.10283381505136
1969/12/31/19:31:41.792000,VERTEX_SE2 1901.791 4.715928191503808 -4.908821159017376 3.1027244085286525
1969/12/31/19:31:41.802000,VERTEX_SE2 1901.799 4.71273264247809 -4.908697214938111 3.1026232050227103
1969/12/31/19:31:41.812000,VERTEX_SE2 1901.809 4.708746926120711 -4.908542323146626 3.10249593034326
1969/12/31/19:31:41.823000,VERTEX_SE2 1901.821 4.703941158650987 -4.908355046018321 3.102348743452632
1969/12/31/19:31:41.842000,VERTEX_SE2 1901.832 4.699547283540439 -4.908183121590026 3.1022130839580506
1969/12/31/19:31:41.849000,VERTEX_SE2 1901.846 4.693954672547423 -4.907963763188541 3.1020363152877417
1969/12/31/19:31:41.857000,VERTEX_SE2 1901.848 4.693152344280947 -4.907932028541836 3.102012565331972
1969/12/31/19:31:41.868000,VERTEX_SE2 1901.862 4.687564907226475 -4.907711709335007 3.101843234761041
1969/12/31/19:31:41.875000,VERTEX_SE2 1901.87 4.684364477653041 -4.907584742692529 3.1017447733029875
1969/12/31/19:31:41.883000,VERTEX_SE2 1901.879 4.680778561807758 -4.9074421407411375 3.101643182941861
1969/12/31/19:31:41.894000,VERTEX_SE2 1901.889 4.676793924044128 -4.9072832894359815 3.101538546628072
1969/12/31/19:31:41.900000,VERTEX_SE2 1901.9 4.672407212371489 -4.907108058809522 3.1014089948930215
1969/12/31/19:31:41.915000,VERTEX_SE2 1901.912 4.667607783570678 -4.906915750796125 3.101272850660334
1969/12/31/19:31:41.925000,VERTEX_SE2 1901.921 4.664011669531737 -4.906771045934373 3.1011705809202432
1969/12/31/19:31:41.933000,VERTEX_SE2 1901.922 4.663611719245915 -4.9067548748199075 3.101159307859838
1969/12/31/19:31:41.942000,VERTEX_SE2 1901.938 4.657230758820545 -4.906497917961766 3.1009735237493
1969/12/31/19:31:41.966000,VERTEX_SE2 1901.963 4.647252818677709 -4.906095069047371 3.100706433874768
1969/12/31/19:31:41.969000,VERTEX_SE2 1901.967 4.645655315570861 -4.906029789194899 3.1006611695945936
1969/12/31/19:31:41.975000,VERTEX_SE2 1901.97 4.644456459614839 -4.905980731926386 3.1006269380133737
1969/12/31/19:31:41.982000,VERTEX_SE2 1901.98 4.6404620493667545 -4.9058174180698915 3.100524062577135
1969/12/31/19:31:41.994000,VERTEX_SE2 1901.992 4.635675616728289 -4.90562137152382 3.1003913919733184
1969/12/31/19:31:42.001000,VERTEX_SE2 1901.999 4.632876877499169 -4.905506202736486 3.100317165481418
1969/12/31/19:31:42.010000,VERTEX_SE2 1902.009 4.62888339745208 -4.905341714839824 3.1002075199556334
1969/12/31/19:31:42.021000,VERTEX_SE2 1902.019 4.624885563210884 -4.905176588834814 3.1001027868811826
1969/12/31/19:31:42.030000,VERTEX_SE2 1902.028 4.621285455327805 -4.905027454030905 3.1000143418695436
1969/12/31/19:31:42.042000,VERTEX_SE2 1902.039 4.61688393365955 -4.904844806177466 3.099908761138996
1969/12/31/19:31:42.054000,VERTEX_SE2 1902.051 4.612084349699058 -4.904645182036821 3.099792877963564
1969/12/31/19:31:42.064000,VERTEX_SE2 1902.06 4.608480863283576 -4.90449481548124 3.0996969843418416
1969/12/31/19:31:42.075000,VERTEX_SE2 1902.071 4.60409010463979 -4.904311184678486 3.099599069798243
1969/12/31/19:31:42.082000,VERTEX_SE2 1902.079 4.600895416989255 -4.9041772137790876 3.0995164530851125
1969/12/31/19:31:42.093000,VERTEX_SE2 1902.091 4.596101010096961 -4.903975829206817 3.0994196391799718
1969/12/31/19:31:42.106000,VERTEX_SE2 1902.104 4.590906227699408 -4.903757276041307 3.099293497449977
1969/12/31/19:31:42.112000,VERTEX_SE2 1902.109 4.5889088945297045 -4.903672830309054 3.0992484183375746
1969/12/31/19:31:42.127000,VERTEX_SE2 1902.119 4.584913535645311 -4.9035038518728316 3.099172673952675
1969/12/31/19:31:42.141000,VERTEX_SE2 1902.138 4.577316627612291 -4.9031826063687785 3.0990138657050745
1969/12/31/19:31:42.144000,VERTEX_SE2 1902.142 4.575718751382777 -4.903114586076609 3.098978579123102
1969/12/31/19:31:42.153000,VERTEX_SE2 1902.152 4.571722274626348 -4.902944578279585 3.098878291112833
1969/12/31/19:31:42.164000,VERTEX_SE2 1902.161 4.568119297170641 -4.902790886529953 3.0987949563189003
1969/12/31/19:31:42.173000,VERTEX_SE2 1902.169 4.56492767575595 -4.902654437040575 3.0987236448046267
1969/12/31/19:31:42.190000,VERTEX_SE2 1902.185 4.5585375347425146 -4.902381139279521 3.098597246577963
1969/12/31/19:31:42.197000,VERTEX_SE2 1902.193 4.555339509473328 -4.902243773358456 3.0985288095809755
1969/12/31/19:31:42.211000,VERTEX_SE2 1902.2 4.552536049716902 -4.9021231469975595 3.0984661184937115
1969/12/31/19:31:42.214000,VERTEX_SE2 1902.212 4.547741293434395 -4.901916725293804 3.098364568071452
1969/12/31/19:31:42.219000,VERTEX_SE2 1902.219 4.544947996067046 -4.901796058326869 3.0983083954678206
1969/12/31/19:31:42.233000,VERTEX_SE2 1902.231 4.540165509964566 -4.901589401099722 3.09820852770406
1969/12/31/19:31:42.240000,VERTEX_SE2 1902.238 4.537370528025393 -4.9014682429188055 3.098145746991476
1969/12/31/19:31:42.252000,VERTEX_SE2 1902.249 4.532979887040932 -4.901277719587131 3.098064691719418
1969/12/31/19:31:42.265000,VERTEX_SE2 1902.258 4.529376688844278 -4.9011210507133205 3.0979898641959864
1969/12/31/19:31:42.271000,VERTEX_SE2 1902.268 4.525381564892336 -4.900947074424654 3.0979067358000796
1969/12/31/19:31:42.280000,VERTEX_SE2 1902.279 4.520994468494986 -4.900755652391863 3.09782612670071
1969/12/31/19:31:42.295000,VERTEX_SE2 1902.291 4.516206348682614 -4.90054642642507 3.0977287143474723
1969/12/31/19:31:42.304000,VERTEX_SE2 1902.303 4.511407883521183 -4.9003361394031355 3.0976605617150543
1969/12/31/19:31:42.310000,VERTEX_SE2 1902.31 4.508616192189994 -4.900213550655263 3.097612277145192
1969/12/31/19:31:42.323000,VERTEX_SE2 1902.32 4.504622085197849 -4.9000380727526585 3.0975378677212126
1969/12/31/19:31:42.338000,VERTEX_SE2 1902.337 4.497850743217959 -4.899740460581157 3.097406539911069
1969/12/31/19:31:42.347000,VERTEX_SE2 1902.347 4.493852026791112 -4.899563953918998 3.097332621548845
1969/12/31/19:31:42.364000,VERTEX_SE2 1902.36 4.488658139979034 -4.8993344902885365 3.097223438718304
1969/12/31/19:31:42.372000,VERTEX_SE2 1902.365 4.4866625229837025 -4.899245952387809 3.0971913276206355
1969/12/31/19:31:42.380000,VERTEX_SE2 1902.379 4.481068994258319 -4.898997964132482 3.0970958376783706
1969/12/31/19:31:42.387000,VERTEX_SE2 1902.383 4.479471910543222 -4.898926906457667 3.0970618400476813
1969/12/31/19:31:42.393000,VERTEX_SE2 1902.388 4.477471916304745 -4.898837867102078 3.0970214545328747
1969/12/31/19:31:42.420000,VERTEX_SE2 1902.408 4.469475589721109 -4.898482269154941 3.096891138617271
1969/12/31/19:31:42.422000,VERTEX_SE2 1902.408 4.469475589721109 -4.898482269154941 3.096891138617271
1969/12/31/19:31:42.427000,VERTEX_SE2 1902.412 4.467878655234695 -4.898410876722758 3.0968658001798435
1969/12/31/19:31:42.433000,VERTEX_SE2 1902.432 4.459881499486919 -4.898054021640602 3.096732114712647
1969/12/31/19:31:42.449000,VERTEX_SE2 1902.447 4.453877486608725 -4.897785196244334 3.0966159786379017
1969/12/31/19:31:42.455000,VERTEX_SE2 1902.451 4.452283414614105 -4.897713494225732 3.096589419314804
1969/12/31/19:31:42.465000,VERTEX_SE2 1902.461 4.448295602936449 -4.897534168944179 3.0965242533758595
1969/12/31/19:31:42.474000,VERTEX_SE2 1902.473 4.443513857289721 -4.897318919670068 3.0964402746955817
1969/12/31/19:31:42.484000,VERTEX_SE2 1902.482 4.4399170275963495 -4.897156627217756 3.0963782846431718
1969/12/31/19:31:42.507000,VERTEX_SE2 1902.505 4.430724440110909 -4.896742029291466 3.0962347028042654
1969/12/31/19:31:42.511000,VERTEX_SE2 1902.51 4.428730566342995 -4.896651588784283 3.0962048762419343
1969/12/31/19:31:42.514000,VERTEX_SE2 1902.511 4.428331736979149 -4.896633477051216 3.0961981556976452
1969/12/31/19:31:42.533000,VERTEX_SE2 1902.518 4.425530753447292 -4.896506353727813 3.09615777928929
1969/12/31/19:31:42.539000,VERTEX_SE2 1902.538 4.41754629954236 -4.896144398807958 3.0960243478280542
1969/12/31/19:31:42.541000,VERTEX_SE2 1902.541 4.416350806613134 -4.896089906458651 3.0960060038191735
1969/12/31/19:31:42.550000,VERTEX_SE2 1902.55 4.412756082869668 -4.895926096128407 3.0959575076949726
1969/12/31/19:31:42.565000,VERTEX_SE2 1902.561 4.4083583503789425 -4.895725558421212 3.0958910457866935
1969/12/31/19:31:42.573000,VERTEX_SE2 1902.569 4.4051653335919765 -4.895579660321738 3.0958505475215414
1969/12/31/19:31:42.588000,VERTEX_SE2 1902.58 4.400759778072602 -4.895378253669009 3.095793148918605
1969/12/31/19:31:42.596000,VERTEX_SE2 1902.589 4.397152336334112 -4.895213075373537 3.095749893973958
1969/12/31/19:31:42.605000,VERTEX_SE2 1902.603 4.391561827201339 -4.894957056514282 3.0956704276906444
1969/12/31/19:31:42.612000,VERTEX_SE2 1902.61 4.3887614230766925 -4.894828476290998 3.0956308583977408
1969/12/31/19:31:42.625000,VERTEX_SE2 1902.622 4.383981222356498 -4.89460897237395 3.0955562222349133
1969/12/31/19:31:42.630000,VERTEX_SE2 1902.63 4.380767786974554 -4.894461064805345 3.0955151923872513
1969/12/31/19:31:42.640000,VERTEX_SE2 1902.64 4.376781820056857 -4.894277483528022 3.0954621060843026
1969/12/31/19:31:42.654000,VERTEX_SE2 1902.652 4.371982254280857 -4.894056213024465 3.095401130247641
1969/12/31/19:31:42.663000,VERTEX_SE2 1902.662 4.367986192261388 -4.893871729516747 3.0953431776821736
1969/12/31/19:31:42.670000,VERTEX_SE2 1902.67 4.364802268913338 -4.893724507001944 3.0953001297504006
1969/12/31/19:31:42.686000,VERTEX_SE2 1902.679 4.361200662717252 -4.893557859309771 3.095245008786036
1969/12/31/19:31:42.692000,VERTEX_SE2 1902.689 4.357200464727239 -4.893372546485851 3.0951901796900887
1969/12/31/19:31:42.699000,VERTEX_SE2 1902.698 4.353607751131513 -4.893205880002944 3.095144609753086
1969/12/31/19:31:42.708000,VERTEX_SE2 1902.708 4.349602535457266 -4.893019916726048 3.095093522584126
1969/12/31/19:31:42.719000,VERTEX_SE2 1902.718 4.345603456393517 -4.892834034129993 3.0950423109425245
1969/12/31/19:31:42.728000,VERTEX_SE2 1902.728 4.341604679466233 -4.89264796537859 3.0949898446830404
1969/12/31/19:31:42.744000,VERTEX_SE2 1902.743 4.335608175344447 -4.892368647044154 3.094933586509263
1969/12/31/19:31:42.749000,VERTEX_SE2 1902.748 4.333608347658516 -4.892275312779625 3.0949118306441843
1969/12/31/19:31:42.759000,VERTEX_SE2 1902.759 4.329215584447162 -4.892070341257325 3.0948583689538274
1969/12/31/19:31:42.769000,VERTEX_SE2 1902.769 4.325221018884222 -4.8918837025770685 3.09481327765184
1969/12/31/19:31:42.788000,VERTEX_SE2 1902.785 4.31882378631909 -4.891584729993181 3.0947345962198303
1969/12/31/19:31:42.790000,VERTEX_SE2 1902.79 4.316822163411313 -4.8914909121871775 3.0947131302738993
1969/12/31/19:31:42.805000,VERTEX_SE2 1902.807 4.310036415348158 -4.891173153076669 3.0946268493700138
1969/12/31/19:31:42.813000,VERTEX_SE2 1902.812 4.308038995685636 -4.891079315820957 3.0946057680214882
1969/12/31/19:31:42.822000,VERTEX_SE2 1902.82 4.3048398412885485 -4.890929004938026 3.0945689212198255
1969/12/31/19:31:42.835000,VERTEX_SE2 1902.833 4.299629016553342 -4.890684112448199 3.09450751099294
1969/12/31/19:31:42.845000,VERTEX_SE2 1902.844 4.295238447034927 -4.890477428234159 3.0944622214270026
1969/12/31/19:31:42.852000,VERTEX_SE2 1902.848 4.293638742910304 -4.890402002774745 3.0944465276817668
1969/12/31/19:31:42.860000,VERTEX_SE2 1902.86 4.288837490107241 -4.89017575670051 3.094387869486852
1969/12/31/19:31:42.868000,VERTEX_SE2 1902.871 4.284442245936039 -4.88996830312034 3.094347639339116
1969/12/31/19:31:42.882000,VERTEX_SE2 1902.883 4.279635193430266 -4.889741326286668 3.0942850467281757
1969/12/31/19:31:42.905000,VERTEX_SE2 1902.905 4.270844322507124 -4.889326018926345 3.094185367466798
1969/12/31/19:31:42.905000,VERTEX_SE2 1902.905 4.270844322507124 -4.889326018926345 3.094185367466798
1969/12/31/19:31:42.908000,VERTEX_SE2 1902.909 4.269241822163225 -4.889250011577882 3.094173034440646
1969/12/31/19:31:42.926000,VERTEX_SE2 1902.927 4.262043494545864 -4.888909021139257 3.0940888159192976
1969/12/31/19:31:42.928000,VERTEX_SE2 1902.932 4.260047119661127 -4.88881415356693 3.094069176470036
1969/12/31/19:31:42.941000,VERTEX_SE2 1902.941 4.256448111876802 -4.888643142960223 3.094026030012517
1969/12/31/19:31:42.949000,VERTEX_SE2 1902.95 4.252850848897014 -4.88847204240203 3.093987681300343
1969/12/31/19:31:42.959000,VERTEX_SE2 1902.959 4.249257262695234 -4.8883009655023715 3.09395297046663
1969/12/31/19:31:42.970000,VERTEX_SE2 1902.97 4.244866888814816 -4.888091858165102 3.0939059159013547
1969/12/31/19:31:42.986000,VERTEX_SE2 1902.986 4.23847515365424 -4.88778718856557 3.0938493072646893
1969/12/31/19:31:42.992000,VERTEX_SE2 1902.989 4.237275345663577 -4.887729875538817 3.0938381763717655
1969/12/31/19:31:43.006000,VERTEX_SE2 1903.004 4.2312758460213065 -4.887443469026318 3.0937858839042485
1969/12/31/19:31:43.010000,VERTEX_SE2 1903.009 4.229282554485072 -4.887348135361952 3.093769952649158
1969/12/31/19:31:43.031000,VERTEX_SE2 1903.036 4.218499562251519 -4.886833313862311 3.0936548683373553
1969/12/31/19:31:43.031000,VERTEX_SE2 1903.036 4.218499562251519 -4.886833313862311 3.0936548683373553
1969/12/31/19:31:43.045000,VERTEX_SE2 1903.045 4.214901990068049 -4.8866608096123 3.093630568871574
1969/12/31/19:31:43.060000,VERTEX_SE2 1903.059 4.209307377762482 -4.886392491881153 3.093591785188704
1969/12/31/19:31:43.060000,VERTEX_SE2 1903.06 4.20890850488102 -4.8863733323675875 3.0935881594682995
1969/12/31/19:31:43.072000,VERTEX_SE2 1903.071 4.204511590471723 -4.8861622423921895 3.0935554937822705
1969/12/31/19:31:43.079000,VERTEX_SE2 1903.078 4.201718778868937 -4.886028041547601 3.0935336374848403
1969/12/31/19:31:43.092000,VERTEX_SE2 1903.089 4.197334544627734 -4.88581730148683 3.0935053534479096
1969/12/31/19:31:43.099000,VERTEX_SE2 1903.099 4.193331235464722 -4.8856248020481 3.093466123605766
1969/12/31/19:31:43.113000,VERTEX_SE2 1903.11 4.188924979786543 -4.885412733076885 3.093431549213909
1969/12/31/19:31:43.122000,VERTEX_SE2 1903.121 4.184527422101194 -4.885200917030957 3.093399993511281
1969/12/31/19:31:43.132000,VERTEX_SE2 1903.13 4.180923113588039 -4.885027192670907 3.093369142359856
1969/12/31/19:31:43.144000,VERTEX_SE2 1903.139 4.177320741314061 -4.884853459135937 3.0933358275059013
1969/12/31/19:31:43.151000,VERTEX_SE2 1903.15 4.1729162527100305 -4.884640881885811 3.0933053543419273
1969/12/31/19:31:43.171000,VERTEX_SE2 1903.168 4.165725206184062 -4.88429374052213 3.093254717259865
1969/12/31/19:31:43.174000,VERTEX_SE2 1903.171 4.164525687919556 -4.884235725374653 3.0932444938575796
1969/12/31/19:31:43.188000,VERTEX_SE2 1903.186 4.158535520335419 -4.883946098835327 3.0932090331368496
1969/12/31/19:31:43.191000,VERTEX_SE2 1903.186 4.158535520335419 -4.883946098835327 3.0932090331368496
1969/12/31/19:31:43.213000,VERTEX_SE2 1903.206 4.150557996214865 -4.883560224896371 3.093157879703905
1969/12/31/19:31:43.217000,VERTEX_SE2 1903.213 4.147756560164449 -4.883424485716867 3.093138668379883
1969/12/31/19:31:43.235000,VERTEX_SE2 1903.232 4.140149375365981 -4.883055907781023 3.0930981154074257
1969/12/31/19:31:43.238000,VERTEX_SE2 1903.236 4.138549471847192 -4.882978279237051 3.093086319833445
1969/12/31/19:31:43.245000,VERTEX_SE2 1903.241 4.136548710683479 -4.882881177498237 3.0930743343909275
1969/12/31/19:31:43.256000,VERTEX_SE2 1903.251 4.132552538275444 -4.882687225871123 3.093052309265624
1969/12/31/19:31:43.259000,VERTEX_SE2 1903.26 4.128954546950524 -4.882512558747155 3.09301961543881
1969/12/31/19:31:43.278000,VERTEX_SE2 1903.276 4.12255234857885 -4.882201605123687 3.0929782588912134
1969/12/31/19:31:43.281000,VERTEX_SE2 1903.278 4.121753283520739 -4.882162731606445 3.0929742908313314
1969/12/31/19:31:43.292000,VERTEX_SE2 1903.289 4.117350052634716 -4.88194854712233 3.0929601920250693
1969/12/31/19:31:43.303000,VERTEX_SE2 1903.301 4.112553836811494 -4.8817153006106055 3.0929208096840424
1969/12/31/19:31:43.317000,VERTEX_SE2 1903.317 4.106163589300078 -4.881404264457055 3.0928841516006558
1969/12/31/19:31:43.323000,VERTEX_SE2 1903.321 4.104565447662846 -4.881326378028255 3.092872742814332
1969/12/31/19:31:43.333000,VERTEX_SE2 1903.33 4.100972972430003 -4.881151308417754 3.092846618074844
1969/12/31/19:31:43.346000,VERTEX_SE2 1903.342 4.096182570068206 -4.880917754154587 3.0928166308488523
1969/12/31/19:31:43.355000,VERTEX_SE2 1903.353 4.091790460381635 -4.880703451912678 3.0927944953386173
1969/12/31/19:31:43.364000,VERTEX_SE2 1903.362 4.088197954311295 -4.8805280919901355 3.09277032448582
1969/12/31/19:31:43.369000,VERTEX_SE2 1903.37 4.085004892479781 -4.880372133048905 3.0927522797210623
1969/12/31/19:31:43.384000,VERTEX_SE2 1903.382 4.080211213333706 -4.8801379305963035 3.0927296026593267
1969/12/31/19:31:43.395000,VERTEX_SE2 1903.39 4.0770230806402825 -4.879982074992009 3.0927138361482798
1969/12/31/19:31:43.403000,VERTEX_SE2 1903.401 4.072628934115801 -4.879767193322361 3.092697892411186
1969/12/31/19:31:43.423000,VERTEX_SE2 1903.415 4.0670457767020585 -4.879494236021365 3.092653650791936
1969/12/31/19:31:43.426000,VERTEX_SE2 1903.425 4.063045151907766 -4.879298391550516 3.0926290706514075
1969/12/31/19:31:43.433000,VERTEX_SE2 1903.43 4.061046042602227 -4.879200446867714 3.092620502577382
1969/12/31/19:31:43.442000,VERTEX_SE2 1903.439 4.057452901997617 -4.879024426100331 3.092597219101161
1969/12/31/19:31:43.459000,VERTEX_SE2 1903.459 4.049475771486385 -4.8786337799057975 3.0925334610233937
1969/12/31/19:31:43.466000,VERTEX_SE2 1903.463 4.047875089579605 -4.878555204823502 3.092523401467136
1969/12/31/19:31:43.468000,VERTEX_SE2 1903.468 4.0458737326550125 -4.878456931405285 3.092518135539198
1969/12/31/19:31:43.480000,VERTEX_SE2 1903.479 4.041475699602326 -4.878241003097163 3.0925007890954745
1969/12/31/19:31:43.489000,VERTEX_SE2 1903.489 4.0374857978745835 -4.878045017542624 3.0924898719978686
1969/12/31/19:31:43.503000,VERTEX_SE2 1903.499 4.03350097914021 -4.8778492753292255 3.09246962438808
1969/12/31/19:31:43.517000,VERTEX_SE2 1903.513 4.027897161360474 -4.87757394878598 3.092439076943709
1969/12/31/19:31:43.525000,VERTEX_SE2 1903.522 4.024312378872267 -4.877397665129372 3.0924214700751147
1969/12/31/19:31:43.537000,VERTEX_SE2 1903.533 4.019907414370371 -4.877181053470841 3.0923851463908543
1969/12/31/19:31:43.544000,VERTEX_SE2 1903.544 4.015502777589913 -4.876964253912275 3.092358705544148
1969/12/31/19:31:43.553000,VERTEX_SE2 1903.55 4.013102296680401 -4.876845993193965 3.092350385897437
1969/12/31/19:31:43.563000,VERTEX_SE2 1903.56 4.009104534974341 -4.876649048000029 3.092332188082454
1969/12/31/19:31:43.573000,VERTEX_SE2 1903.569 4.005509772607915 -4.8764718835622265 3.0923159254407393
1969/12/31/19:31:43.580000,VERTEX_SE2 1903.579 4.001516840373198 -4.876275020359215 3.092302223425942
1969/12/31/19:31:43.594000,VERTEX_SE2 1903.591 3.996721184567379 -4.876038584407055 3.0922740156753163
1969/12/31/19:31:43.605000,VERTEX_SE2 1903.599 3.993525733354183 -4.875880923049231 3.0922547094122845
1969/12/31/19:31:43.617000,VERTEX_SE2 1903.613 3.987925903430779 -4.875604515266737 3.092236768290762
1969/12/31/19:31:43.621000,VERTEX_SE2 1903.62 3.9851306234977586 -4.875466460953014 3.0922291533469948
1969/12/31/19:31:43.632000,VERTEX_SE2 1903.63 3.98113731169533 -4.8752692376223195 3.092213967986962
1969/12/31/19:31:43.646000,VERTEX_SE2 1903.641 3.976749693548406 -4.8750524738933 3.092198656166747
1969/12/31/19:31:43.658000,VERTEX_SE2 1903.648 3.9739544009111696 -4.874914321212926 3.0921878096031072
1969/12/31/19:31:43.662000,VERTEX_SE2 1903.66 3.9691620468074813 -4.87467748241884 3.09216292724385
1969/12/31/19:31:43.674000,VERTEX_SE2 1903.67 3.9651668732846326 -4.874479879403668 3.0921533614455887
1969/12/31/19:31:43.684000,VERTEX_SE2 1903.68 3.961165083451459 -4.874281942837232 3.092135801719932
1969/12/31/19:31:43.695000,VERTEX_SE2 1903.691 3.956779362298828 -4.874064942801474 3.0921173900004684
1969/12/31/19:31:43.705000,VERTEX_SE2 1903.698 3.95397981125728 -4.873926372400527 3.0920991284895716
1969/12/31/19:31:43.710000,VERTEX_SE2 1903.708 3.9499803284948647 -4.873728297941864 3.0920901911303904
1969/12/31/19:31:43.729000,VERTEX_SE2 1903.726 3.9427921441801836 -4.873372531370632 3.0920406209207467
1969/12/31/19:31:43.735000,VERTEX_SE2 1903.734 3.939597066628009 -4.873214125111376 3.0920262474229756
1969/12/31/19:31:43.747000,VERTEX_SE2 1903.745 3.935188446883549 -4.872995494967917 3.0920107649155386
1969/12/31/19:31:43.754000,VERTEX_SE2 1903.752 3.9323953426876703 -4.8728569165750475 3.09200269905731
1969/12/31/19:31:43.767000,VERTEX_SE2 1903.763 3.927999656032124 -4.872638833838897 3.0919849921739804
1969/12/31/19:31:43.768000,VERTEX_SE2 1903.768 3.9260035653041223 -4.872539742575516 3.0919792762824856
1969/12/31/19:31:43.794000,VERTEX_SE2 1903.791 3.9167984676344965 -4.872082986233504 3.0919451696688967
1969/12/31/19:31:43.798000,VERTEX_SE2 1903.794 3.915601341896892 -4.872023510985273 3.091938575599684
1969/12/31/19:31:43.813000,VERTEX_SE2 1903.802 3.912411464267235 -4.871865008737294 3.091932794944534
1969/12/31/19:31:43.817000,VERTEX_SE2 1903.815 3.9072013315610534 -4.871606179936515 3.091910096973578
1969/12/31/19:31:43.827000,VERTEX_SE2 1903.821 3.904802706771066 -4.871486943315878 3.0918970636233793
1969/12/31/19:31:43.844000,VERTEX_SE2 1903.842 3.896411988345855 -4.871069796902993 3.0918757955759033
1969/12/31/19:31:43.849000,VERTEX_SE2 1903.847 3.8944150072271673 -4.870970454139667 3.091864433342159
1969/12/31/19:31:43.856000,VERTEX_SE2 1903.853 3.892017132675186 -4.870851111850478 3.0918652100135744
1969/12/31/19:31:43.862000,VERTEX_SE2 1903.86 3.889226129442746 -4.870712235655209 3.09185528328292
1969/12/31/19:31:43.871000,VERTEX_SE2 1903.869 3.8856344106616554 -4.870533458548849 3.0918516739889106
1969/12/31/19:31:43.884000,VERTEX_SE2 1903.881 3.8808349106725366 -4.870294619311364 3.0918330357291564
1969/12/31/19:31:43.898000,VERTEX_SE2 1903.898 3.8740447265394247 -4.869956568022481 3.091817637127867
1969/12/31/19:31:43.918000,VERTEX_SE2 1903.913 3.8680558172293216 -4.8696582915668305 3.0918063054821237
1969/12/31/19:31:43.922000,VERTEX_SE2 1903.919 3.865658490612026 -4.8695388569831595 3.0917987053262284
