time,.data
1969/12/31/19:31:17.156000,VERTEX_SE2 1877.152 4.907336690063807 -1.7554609598165092 -1.6007775245163347
1969/12/31/19:31:17.165000,VERTEX_SE2 1877.163 4.907204761049425 -1.7598596755111486 -1.6007750893690424
1969/12/31/19:31:17.181000,VERTEX_SE2 1877.174 4.9070729758982505 -1.7642532147660708 -1.600767628554671
1969/12/31/19:31:17.193000,VERTEX_SE2 1877.188 4.906905303442205 -1.7698459656650496 -1.6007675887710173
1969/12/31/19:31:17.200000,VERTEX_SE2 1877.195 4.90682144275019 -1.7726429648742827 -1.6007654504618365
1969/12/31/19:31:17.210000,VERTEX_SE2 1877.204 4.906713235393694 -1.7762518748582778 -1.600760164075707
1969/12/31/19:31:17.215000,VERTEX_SE2 1877.213 4.906605466332128 -1.779846830571724 -1.6007551214750404
1969/12/31/19:31:17.231000,VERTEX_SE2 1877.228 4.906425551216843 -1.785848715642646 -1.6007464555285118
1969/12/31/19:31:17.237000,VERTEX_SE2 1877.235 4.906341636627107 -1.7886499249398025 -1.600748982058159
1969/12/31/19:31:17.251000,VERTEX_SE2 1877.245 4.906221902219371 -1.7926456006706277 -1.6007446047305132
1969/12/31/19:31:17.259000,VERTEX_SE2 1877.255 4.906101971718844 -1.796648272626798 -1.6007392337945283
1969/12/31/19:31:17.269000,VERTEX_SE2 1877.265 4.905982083936964 -1.8006502004437792 -1.6007335904601399
1969/12/31/19:31:17.279000,VERTEX_SE2 1877.275 4.9058623430116635 -1.8046476850818083 -1.6007257403738724
1969/12/31/19:31:17.285000,VERTEX_SE2 1877.283 4.90576660334284 -1.8078450143457827 -1.6007204608933268
1969/12/31/19:31:17.297000,VERTEX_SE2 1877.295 4.905623608588708 -1.812622939465093 -1.6007253141056514
1969/12/31/19:31:17.309000,VERTEX_SE2 1877.309 4.9054559648720275 -1.8182216663745814 -1.6007200603786376
1969/12/31/19:31:17.321000,VERTEX_SE2 1877.315 4.905384117841467 -1.8206214356170234 -1.6007135931413778
1969/12/31/19:31:17.325000,VERTEX_SE2 1877.322 4.905300513707701 -1.823414449345907 -1.6007064890949274
1969/12/31/19:31:17.343000,VERTEX_SE2 1877.338 4.9051090747297525 -1.8298136924055808 -1.6007096925954991
1969/12/31/19:31:17.346000,VERTEX_SE2 1877.345 4.905025343070969 -1.8326116286537828 -1.6007057662621014
1969/12/31/19:31:17.359000,VERTEX_SE2 1877.356 4.904894157754965 -1.8369957734162878 -1.6007014617350275
1969/12/31/19:31:17.368000,VERTEX_SE2 1877.364 4.904798473540568 -1.8401933341364374 -1.6006913963547236
1969/12/31/19:31:17.374000,VERTEX_SE2 1877.372 4.904702789242428 -1.8433922135801775 -1.6006835644930197
1969/12/31/19:31:17.383000,VERTEX_SE2 1877.383 4.904571165521105 -1.847792683393637 -1.600668429483453
1969/12/31/19:31:17.402000,VERTEX_SE2 1877.398 4.90439192338916 -1.8537897599421265 -1.6006611757388927
1969/12/31/19:31:17.410000,VERTEX_SE2 1877.403 4.904332230594511 -1.8557873895276675 -1.6006531005055176
1969/12/31/19:31:17.416000,VERTEX_SE2 1877.413 4.904212741843742 -1.8597872998603182 -1.6006458981700038
1969/12/31/19:31:17.429000,VERTEX_SE2 1877.425 4.904069204028622 -1.8645927867275491 -1.6006347802533352
1969/12/31/19:31:17.437000,VERTEX_SE2 1877.434 4.90396173522968 -1.868192116208094 -1.6006240964118887
1969/12/31/19:31:17.447000,VERTEX_SE2 1877.445 4.903830444176288 -1.8725918066828475 -1.6006197439507912
1969/12/31/19:31:17.459000,VERTEX_SE2 1877.457 4.903687169022417 -1.8773937246527252 -1.6006149423547513
1969/12/31/19:31:17.465000,VERTEX_SE2 1877.463 4.9036157058289405 -1.8797892726307996 -1.6006107339096916
1969/12/31/19:31:17.476000,VERTEX_SE2 1877.473 4.903496433506292 -1.8837881638629652 -1.6006076326368577
1969/12/31/19:31:17.488000,VERTEX_SE2 1877.483 4.903377187952592 -1.887785505927609 -1.6005965719174662
1969/12/31/19:31:17.497000,VERTEX_SE2 1877.494 4.903245934609703 -1.8921875267803268 -1.600589037397791
1969/12/31/19:31:17.508000,VERTEX_SE2 1877.506 4.903102694260535 -1.8969927942096532 -1.600581544966756
1969/12/31/19:31:17.517000,VERTEX_SE2 1877.514 4.903007025571334 -1.9002035602040914 -1.600579356515088
1969/12/31/19:31:17.523000,VERTEX_SE2 1877.522 4.90291161845103 -1.903405624687181 -1.6005756962479252
1969/12/31/19:31:17.536000,VERTEX_SE2 1877.533 4.902780594442718 -1.9078014983114857 -1.600557751367523
1969/12/31/19:31:17.544000,VERTEX_SE2 1877.543 4.902661341344387 -1.9118072638417196 -1.6005576020725507
1969/12/31/19:31:17.555000,VERTEX_SE2 1877.553 4.902542300586827 -1.915804315869514 -1.6005455393932608
1969/12/31/19:31:17.571000,VERTEX_SE2 1877.567 4.902375770778489 -1.9213990295289431 -1.6005379738225274
1969/12/31/19:31:17.581000,VERTEX_SE2 1877.577 4.902256829175107 -1.9253962180210875 -1.600532082773745
1969/12/31/19:31:17.587000,VERTEX_SE2 1877.586 4.902149755565935 -1.9289958334160073 -1.6005307601883765
1969/12/31/19:31:17.591000,VERTEX_SE2 1877.592 4.902078260658648 -1.9313995613128845 -1.6005306152577756
1969/12/31/19:31:17.614000,VERTEX_SE2 1877.611 4.90185188711374 -1.939003671444702 -1.600503800545398
1969/12/31/19:31:17.620000,VERTEX_SE2 1877.617 4.901780302794887 -1.9414120130129076 -1.6004965321181075
1969/12/31/19:31:17.637000,VERTEX_SE2 1877.623 4.901708843968287 -1.9438171185084279 -1.6004941689576373
1969/12/31/19:31:17.637000,VERTEX_SE2 1877.635 4.901566054259987 -1.9486239858983523 -1.6004953876562917
1969/12/31/19:31:17.657000,VERTEX_SE2 1877.644 4.901459261079912 -1.9522187147052124 -1.6004949121839378
1969/12/31/19:31:17.666000,VERTEX_SE2 1877.662 4.901245518893572 -1.9594135060632156 -1.6004943264775413
1969/12/31/19:31:17.669000,VERTEX_SE2 1877.667 4.901186120750266 -1.9614124637568633 -1.6004865095793301
1969/12/31/19:31:17.679000,VERTEX_SE2 1877.674 4.901102872753901 -1.964214736523269 -1.6004781131046764
1969/12/31/19:31:17.686000,VERTEX_SE2 1877.684 4.900984212685487 -1.9682113186403913 -1.6004782323474958
1969/12/31/19:31:17.695000,VERTEX_SE2 1877.693 4.900877540505375 -1.9718034036360215 -1.6004724107178434
1969/12/31/19:31:17.709000,VERTEX_SE2 1877.705 4.900735114956255 -1.9765998128721811 -1.6004630146901972
1969/12/31/19:31:17.719000,VERTEX_SE2 1877.715 4.90061633867983 -1.9806022281033295 -1.600462259240076
1969/12/31/19:31:17.727000,VERTEX_SE2 1877.724 4.900509625958769 -1.984197426472997 -1.6004548919386659
1969/12/31/19:31:17.734000,VERTEX_SE2 1877.733 4.90040293471384 -1.9877940585844853 -1.6004579451279004
1969/12/31/19:31:17.763000,VERTEX_SE2 1877.763 4.900046670617207 -1.9997837080474048 -1.6004139995088098
1969/12/31/19:31:17.763000,VERTEX_SE2 1877.763 4.900046670617207 -1.9997837080474048 -1.6004139995088098
1969/12/31/19:31:17.768000,VERTEX_SE2 1877.765 4.900022954796112 -2.0005840700967292 -1.6004089735985116
1969/12/31/19:31:17.785000,VERTEX_SE2 1877.784 4.899797926173626 -2.008177583908628 -1.6003959701568649
1969/12/31/19:31:17.792000,VERTEX_SE2 1877.786 4.899774286778572 -2.00897596673206 -1.6003951639815859
1969/12/31/19:31:17.800000,VERTEX_SE2 1877.795 4.899667624680247 -2.012577304101163 -1.6003852985576084
1969/12/31/19:31:17.805000,VERTEX_SE2 1877.804 4.899560984005617 -2.0161791334144157 -1.6003755521490615
1969/12/31/19:31:17.821000,VERTEX_SE2 1877.815 4.8994308799197785 -2.0205745787507263 -1.6003636668974701
1969/12/31/19:31:17.833000,VERTEX_SE2 1877.831 4.899241788985738 -2.026964841080809 -1.6003491582230405
1969/12/31/19:31:17.836000,VERTEX_SE2 1877.834 4.8992063304297595 -2.028164162212008 -1.6003450771671393
1969/12/31/19:31:17.850000,VERTEX_SE2 1877.845 4.899076202968645 -2.0325646827261776 -1.6003315175697792
1969/12/31/19:31:17.854000,VERTEX_SE2 1877.853 4.898981580815766 -2.0357661117765065 -1.6003190867077681
1969/12/31/19:31:17.867000,VERTEX_SE2 1877.863 4.898863609756811 -2.0397595770266417 -1.6003094097925123
1969/12/31/19:31:17.876000,VERTEX_SE2 1877.874 4.898733464332038 -2.0441669789757673 -1.60030224044969
1969/12/31/19:31:17.886000,VERTEX_SE2 1877.883 4.898627119436913 -2.047768673297085 -1.6002903778096367
1969/12/31/19:31:17.896000,VERTEX_SE2 1877.891 4.89853259854789 -2.050971246142601 -1.600278945932384
1969/12/31/19:31:17.907000,VERTEX_SE2 1877.904 4.898378954611743 -2.0561778613518453 -1.6002607559265507
1969/12/31/19:31:17.917000,VERTEX_SE2 1877.915 4.898249305791925 -2.0605764742416364 -1.6002587833651791
1969/12/31/19:31:17.924000,VERTEX_SE2 1877.923 4.898154995826428 -2.0637758107384645 -1.600251797472175
1969/12/31/19:31:17.935000,VERTEX_SE2 1877.932 4.898049111581183 -2.0673688896771614 -1.6002468492740134
1969/12/31/19:31:17.947000,VERTEX_SE2 1877.942 4.897931068941597 -2.0713738327548104 -1.60023166582784
1969/12/31/19:31:17.954000,VERTEX_SE2 1877.952 4.897813204768607 -2.0753748033581356 -1.6002166271405975
1969/12/31/19:31:17.967000,VERTEX_SE2 1877.964 4.897671983234476 -2.080172253136689 -1.600208633040215
1969/12/31/19:31:17.976000,VERTEX_SE2 1877.974 4.897554663204385 -2.084159969182096 -1.6002090661105857
1969/12/31/19:31:17.988000,VERTEX_SE2 1877.983 4.89744861695327 -2.0877646175814966 -1.600210983326109
1969/12/31/19:31:17.998000,VERTEX_SE2 1877.996 4.897295655806459 -2.0929608496181586 -1.600197202728225
1969/12/31/19:31:18.007000,VERTEX_SE2 1878.003 4.897213411899851 -2.095756450658306 -1.6001875186712948
1969/12/31/19:31:18.023000,VERTEX_SE2 1878.02 4.89701335080563 -2.102558043289245 -1.6001733287436108
1969/12/31/19:31:18.028000,VERTEX_SE2 1878.026 4.896942967011578 -2.1049529069316804 -1.6001693092285114
1969/12/31/19:31:18.045000,VERTEX_SE2 1878.042 4.896755621564133 -2.1113268666350957 -1.6001584338496662
1969/12/31/19:31:18.049000,VERTEX_SE2 1878.048 4.8966851669976945 -2.1137257316575844 -1.6001590227073146
1969/12/31/19:31:18.062000,VERTEX_SE2 1878.058 4.896567882864112 -2.1177170013162345 -1.600145003120944
1969/12/31/19:31:18.069000,VERTEX_SE2 1878.067 4.896462075787643 -2.1213196162683774 -1.6001325982188996
1969/12/31/19:31:18.081000,VERTEX_SE2 1878.079 4.896321632553954 -2.126104341095386 -1.6001248789273832
1969/12/31/19:31:18.085000,VERTEX_SE2 1878.084 4.896262915207839 -2.1281057125980674 -1.6001232903385156
1969/12/31/19:31:18.095000,VERTEX_SE2 1878.092 4.896169010332271 -2.1313058811171186 -1.6001149434058783
1969/12/31/19:31:18.105000,VERTEX_SE2 1878.103 4.896040080490033 -2.1357006514180603 -1.6001048661377615
1969/12/31/19:31:18.128000,VERTEX_SE2 1878.117 4.89587605146575 -2.141292240758874 -1.6000868603056055
1969/12/31/19:31:18.132000,VERTEX_SE2 1878.127 4.895758943791985 -2.145287829723168 -1.6000765425467265
1969/12/31/19:31:18.133000,VERTEX_SE2 1878.133 4.89568866814884 -2.1476866005679556 -1.6000686134526927
1969/12/31/19:31:18.150000,VERTEX_SE2 1878.147 4.895524658168974 -2.153287240540544 -1.6000651170038307
1969/12/31/19:31:18.155000,VERTEX_SE2 1878.153 4.895454473531053 -2.1556844488989952 -1.6000646138973158
1969/12/31/19:31:18.166000,VERTEX_SE2 1878.164 4.895325420989325 -2.1600901140452575 -1.6000488665882986
1969/12/31/19:31:18.177000,VERTEX_SE2 1878.173 4.895220282961069 -2.1636826320043046 -1.6000439250412366
1969/12/31/19:31:18.184000,VERTEX_SE2 1878.182 4.895115317581415 -2.1672693527301625 -1.6000348742367536
1969/12/31/19:31:18.214000,VERTEX_SE2 1878.201 4.894893197038427 -2.174859356345033 -1.6000168921231517
1969/12/31/19:31:18.218000,VERTEX_SE2 1878.216 4.8947178260874775 -2.180856460497165 -1.600003183072482
1969/12/31/19:31:18.222000,VERTEX_SE2 1878.218 4.894694443665124 -2.181656812574312 -1.6000031766171512
1969/12/31/19:31:18.222000,VERTEX_SE2 1878.222 4.89464766932105 -2.1832576190265307 -1.5999991000285658
1969/12/31/19:31:18.241000,VERTEX_SE2 1878.235 4.894495424073909 -2.18846695800399 -1.599984745249079
1969/12/31/19:31:18.243000,VERTEX_SE2 1878.244 4.894390509574769 -2.192059174516348 -1.599975401386939
1969/12/31/19:31:18.256000,VERTEX_SE2 1878.253 4.894285577932507 -2.195653754342232 -1.5999711341985747
1969/12/31/19:31:18.271000,VERTEX_SE2 1878.27 4.894086784302513 -2.202460796452699 -1.5999501264520353
1969/12/31/19:31:18.276000,VERTEX_SE2 1878.274 4.894040227587565 -2.204056963555657 -1.5999443733863228
1969/12/31/19:31:18.286000,VERTEX_SE2 1878.283 4.893935315814107 -2.207654267652958 -1.5999366850317092
1969/12/31/19:31:18.295000,VERTEX_SE2 1878.295 4.893795075118257 -2.212460883948525 -1.5999087233657616
1969/12/31/19:31:18.305000,VERTEX_SE2 1878.304 4.893690430375899 -2.216054403796846 -1.5999089451577293
1969/12/31/19:31:18.313000,VERTEX_SE2 1878.312 4.893597492033155 -2.2192452603430692 -1.5999033398277185
1969/12/31/19:31:18.325000,VERTEX_SE2 1878.323 4.893469498890744 -2.2236394736065255 -1.5998909278759794
1969/12/31/19:31:18.337000,VERTEX_SE2 1878.335 4.893329883705757 -2.228433501819669 -1.599871028981157
1969/12/31/19:31:18.344000,VERTEX_SE2 1878.342 4.893248547811097 -2.23122924724543 -1.5998611949542774
1969/12/31/19:31:18.356000,VERTEX_SE2 1878.355 4.893097399250431 -2.2364256450070763 -1.599847081461308
1969/12/31/19:31:18.367000,VERTEX_SE2 1878.365 4.892981331034718 -2.240417879033317 -1.5998325236748256
1969/12/31/19:31:18.376000,VERTEX_SE2 1878.373 4.8928882949055295 -2.243621325789096 -1.5998343735325395
1969/12/31/19:31:18.387000,VERTEX_SE2 1878.382 4.89278371758946 -2.247220714332139 -1.5998264021639106
1969/12/31/19:31:18.407000,VERTEX_SE2 1878.402 4.892551876939746 -2.255196050018402 -1.5997949575600736
1969/12/31/19:31:18.414000,VERTEX_SE2 1878.404 4.892528704334073 -2.255994855712665 -1.5997926573053163
1969/12/31/19:31:18.422000,VERTEX_SE2 1878.419 4.8923546540332925 -2.261990575288321 -1.5997680449176592
1969/12/31/19:31:18.427000,VERTEX_SE2 1878.422 4.89231990834388 -2.263189491078447 -1.5997669469080686
1969/12/31/19:31:18.437000,VERTEX_SE2 1878.433 4.8921923536284275 -2.2675904080578317 -1.5997620111387698
1969/12/31/19:31:18.451000,VERTEX_SE2 1878.446 4.892041789224404 -2.272785873796379 -1.5997558413871087
1969/12/31/19:31:18.469000,VERTEX_SE2 1878.467 4.891798495968767 -2.2811782533080645 -1.5997336905902693
1969/12/31/19:31:18.473000,VERTEX_SE2 1878.47 4.891763736649581 -2.282378965709567 -1.5997302238201796
1969/12/31/19:31:18.477000,VERTEX_SE2 1878.475 4.89170593877848 -2.2843758697587186 -1.5997284594800072
1969/12/31/19:31:18.490000,VERTEX_SE2 1878.484 4.891601949751232 -2.287969232900974 -1.5997294743675576
1969/12/31/19:31:18.496000,VERTEX_SE2 1878.493 4.891498067075106 -2.291557609115391 -1.5997209325751567
1969/12/31/19:31:18.507000,VERTEX_SE2 1878.506 4.89134818706376 -2.296736171788097 -1.5997112196600374
1969/12/31/19:31:18.519000,VERTEX_SE2 1878.517 4.891220900846416 -2.3011355620031746 -1.5997014861982106
1969/12/31/19:31:18.531000,VERTEX_SE2 1878.53 4.89107073613635 -2.306326870442825 -1.5996885316620582
1969/12/31/19:31:18.534000,VERTEX_SE2 1878.534 4.8910246085645435 -2.307922553531335 -1.5996810573642684
1969/12/31/19:31:18.548000,VERTEX_SE2 1878.544 4.890909094640452 -2.3119194787881487 -1.5996731337638477
1969/12/31/19:31:18.558000,VERTEX_SE2 1878.554 4.89079349029343 -2.3159195981914458 -1.5996577586865912
1969/12/31/19:31:18.565000,VERTEX_SE2 1878.562 4.89070083210879 -2.3191286706702456 -1.5996533894809832
1969/12/31/19:31:18.577000,VERTEX_SE2 1878.575 4.890550888808488 -2.32432092080524 -1.5996401868233447
1969/12/31/19:31:18.589000,VERTEX_SE2 1878.584 4.890446979845468 -2.32792308998777 -1.5996458243522742
1969/12/31/19:31:18.599000,VERTEX_SE2 1878.596 4.890308493303364 -2.3327197953730674 -1.599632160226658
1969/12/31/19:31:18.607000,VERTEX_SE2 1878.602 4.890239351123375 -2.3351165833538037 -1.5996281421111984
1969/12/31/19:31:18.616000,VERTEX_SE2 1878.613 4.890112423277015 -2.3395147165909385 -1.5996084836319802
1969/12/31/19:31:18.625000,VERTEX_SE2 1878.622 4.890008696604647 -2.3431123902253295 -1.5995970294574455
1969/12/31/19:31:18.636000,VERTEX_SE2 1878.633 4.889881902464161 -2.3475123289413387 -1.5995884536071108
1969/12/31/19:31:18.645000,VERTEX_SE2 1878.642 4.889778160365623 -2.351112756245327 -1.5995747210290432
1969/12/31/19:31:18.663000,VERTEX_SE2 1878.653 4.88965147780545 -2.35551232263214 -1.5995667406426557
1969/12/31/19:31:18.667000,VERTEX_SE2 1878.664 4.889524758749114 -2.359913083715852 -1.5995503040586019
1969/12/31/19:31:18.676000,VERTEX_SE2 1878.672 4.889432625388206 -2.363115950045888 -1.5995463029164916
1969/12/31/19:31:18.688000,VERTEX_SE2 1878.684 4.889294554823412 -2.3679154246752834 -1.599536361383216
1969/12/31/19:31:18.695000,VERTEX_SE2 1878.693 4.88919096402977 -2.371517074722145 -1.5995222857339388
1969/12/31/19:31:18.704000,VERTEX_SE2 1878.702 4.889087681921897 -2.3751100167450474 -1.5995103265020671
1969/12/31/19:31:18.719000,VERTEX_SE2 1878.715 4.888938413482359 -2.3803054860787154 -1.5995017259042572
1969/12/31/19:31:18.726000,VERTEX_SE2 1878.724 4.8888350754602925 -2.3839033790350688 -1.599493202339292
1969/12/31/19:31:18.738000,VERTEX_SE2 1878.737 4.888686283245313 -2.389085255990603 -1.5994840040362177
1969/12/31/19:31:18.745000,VERTEX_SE2 1878.743 4.888617414362829 -2.39148542624895 -1.5994862196980109
1969/12/31/19:31:18.757000,VERTEX_SE2 1878.751 4.888525569716511 -2.394684636612737 -1.599475459573525
1969/12/31/19:31:18.769000,VERTEX_SE2 1878.766 4.888353461468298 -2.4006807604092044 -1.5994592197943216
1969/12/31/19:31:18.774000,VERTEX_SE2 1878.773 4.8882731805093025 -2.403480543426038 -1.5994559743528847
1969/12/31/19:31:18.786000,VERTEX_SE2 1878.785 4.888135459614373 -2.408282749180698 -1.5994448061127715
1969/12/31/19:31:18.805000,VERTEX_SE2 1878.787 4.888112553786886 -2.4090819956268206 -1.5994418482916752
1969/12/31/19:31:18.811000,VERTEX_SE2 1878.808 4.887871361190059 -2.4174888581977076 -1.599405272143388
1969/12/31/19:31:18.818000,VERTEX_SE2 1878.812 4.887825529203103 -2.4190901241341916 -1.5993996842766451
1969/12/31/19:31:18.826000,VERTEX_SE2 1878.823 4.887699649364511 -2.42348857138018 -1.5993916975978022
1969/12/31/19:31:18.847000,VERTEX_SE2 1878.841 4.887493064373381 -2.4307067077398785 -1.599374611860879
1969/12/31/19:31:18.851000,VERTEX_SE2 1878.847 4.88742448755027 -2.4331053090980164 -1.5993703452785042
1969/12/31/19:31:18.855000,VERTEX_SE2 1878.853 4.887356045878262 -2.435499636135343 -1.599367214991307
1969/12/31/19:31:18.867000,VERTEX_SE2 1878.865 4.887218891482221 -2.4402958110210333 -1.5993492733652077
1969/12/31/19:31:18.880000,VERTEX_SE2 1878.875 4.887104924843574 -2.4442841482481033 -1.5993350180371484
1969/12/31/19:31:18.890000,VERTEX_SE2 1878.885 4.886990871000893 -2.4482765896146064 -1.5993140333829854
1969/12/31/19:31:18.899000,VERTEX_SE2 1878.894 4.886888101274412 -2.4518779703023883 -1.599303280090774
1969/12/31/19:31:18.907000,VERTEX_SE2 1878.903 4.88678552320245 -2.4554746075475107 -1.5992974128100528
1969/12/31/19:31:18.916000,VERTEX_SE2 1878.913 4.886671321187539 -2.459478234039733 -1.5992815888297702
1969/12/31/19:31:18.927000,VERTEX_SE2 1878.924 4.886545731675167 -2.4638841555404567 -1.5992698578233653
1969/12/31/19:31:18.936000,VERTEX_SE2 1878.933 4.88644312957419 -2.467485164158803 -1.599258494682527
1969/12/31/19:31:18.950000,VERTEX_SE2 1878.945 4.886306469852204 -2.4722830344554496 -1.5992449485646714
1969/12/31/19:31:18.957000,VERTEX_SE2 1878.952 4.886226812633521 -2.4750819457939994 -1.5992411784249807
1969/12/31/19:31:18.966000,VERTEX_SE2 1878.965 4.886078656007351 -2.4802861159469893 -1.5992248891696195
1969/12/31/19:31:18.973000,VERTEX_SE2 1878.973 4.885987582338841 -2.483487968001747 -1.5992170599250701
1969/12/31/19:31:18.994000,VERTEX_SE2 1878.983 4.88587396279433 -2.487482637907081 -1.5992026725168869
1969/12/31/19:31:18.998000,VERTEX_SE2 1878.993 4.88576033870352 -2.4914804111901683 -1.5991948230458282
1969/12/31/19:31:19.011000,VERTEX_SE2 1879.007 4.885601268805192 -2.4970760329433364 -1.5991734087706522
1969/12/31/19:31:19.021000,VERTEX_SE2 1879.018 4.885476465062473 -2.5014693710374467 -1.5991506306239895
1969/12/31/19:31:19.027000,VERTEX_SE2 1879.024 4.885408556451341 -2.503863429908495 -1.5991470658769158
1969/12/31/19:31:19.039000,VERTEX_SE2 1879.037 4.8852613136553265 -2.5090515027977123 -1.599124402265133
1969/12/31/19:31:19.051000,VERTEX_SE2 1879.049 4.885125443150219 -2.5138451791469607 -1.5991163682031642
1969/12/31/19:31:19.057000,VERTEX_SE2 1879.055 4.885057658814973 -2.5162378530898564 -1.5991140341707388
1969/12/31/19:31:19.067000,VERTEX_SE2 1879.063 4.884967020095932 -2.5194368498058126 -1.5991058368153568
1969/12/31/19:31:19.076000,VERTEX_SE2 1879.073 4.884853791557856 -2.5234341068279327 -1.5990963602435702
1969/12/31/19:31:19.085000,VERTEX_SE2 1879.083 4.884740508488727 -2.5274342240787755 -1.5990840239440887
1969/12/31/19:31:19.107000,VERTEX_SE2 1879.098 4.884570898741338 -2.5334246044908997 -1.5990655979217656
1969/12/31/19:31:19.115000,VERTEX_SE2 1879.112 4.884412933178914 -2.539006461765048 -1.5990425992107107
1969/12/31/19:31:19.119000,VERTEX_SE2 1879.118 4.884344906973584 -2.54141368611068 -1.5990372024524218
1969/12/31/19:31:19.128000,VERTEX_SE2 1879.125 4.884266076782109 -2.5442034300273266 -1.5990284527690186
1969/12/31/19:31:19.137000,VERTEX_SE2 1879.134 4.884164244005103 -2.547809704578808 -1.5990304142054674
1969/12/31/19:31:19.187000,VERTEX_SE2 1879.183 4.883608678137054 -2.5674322788203683 -1.5989594747181584
1969/12/31/19:31:19.187000,VERTEX_SE2 1879.183 4.883608678137054 -2.5674322788203683 -1.5989594747181584
1969/12/31/19:31:19.192000,VERTEX_SE2 1879.193 4.883496063848354 -2.571429828761094 -1.5989592439515743
1969/12/31/19:31:19.205000,VERTEX_SE2 1879.203 4.883383465662698 -2.5754243839418214 -1.5989417072604128
1969/12/31/19:31:19.214000,VERTEX_SE2 1879.214 4.883259663602501 -2.5798199294691178 -1.5989291860141057
1969/12/31/19:31:19.222000,VERTEX_SE2 1879.222 4.883169652868906 -2.5830178572926883 -1.5989228938462396
1969/12/31/19:31:19.235000,VERTEX_SE2 1879.234 4.8830347399534135 -2.587811162905533 -1.5989107780876017
1969/12/31/19:31:19.247000,VERTEX_SE2 1879.244 4.882922075851245 -2.591814709450713 -1.5988915797027814
1969/12/31/19:31:19.253000,VERTEX_SE2 1879.253 4.882820989270063 -2.595409412967033 -1.5988732629401723
1969/12/31/19:31:19.267000,VERTEX_SE2 1879.267 4.882664045125888 -2.600993897477118 -1.5988539899114067
1969/12/31/19:31:19.275000,VERTEX_SE2 1879.274 4.882585351908691 -2.6037962966612027 -1.5988383708173617
1969/12/31/19:31:19.286000,VERTEX_SE2 1879.283 4.882484344878217 -2.6073958832486426 -1.598827045541847
1969/12/31/19:31:19.295000,VERTEX_SE2 1879.294 4.882360969934713 -2.6117939500869487 -1.5988130343512312
1969/12/31/19:31:19.310000,VERTEX_SE2 1879.306 4.882226516976465 -2.6165877089914 -1.5987895919542978
1969/12/31/19:31:19.312000,VERTEX_SE2 1879.312 4.882159355753044 -2.6189858291565775 -1.5987843965097879
1969/12/31/19:31:19.328000,VERTEX_SE2 1879.325 4.882013798526821 -2.62418380482337 -1.598777106643203
1969/12/31/19:31:19.337000,VERTEX_SE2 1879.332 4.881935503006539 -2.6269805799843424 -1.598770268048097
1969/12/31/19:31:19.347000,VERTEX_SE2 1879.343 4.881812273727255 -2.6313825372993014 -1.5987573173312564
1969/12/31/19:31:19.357000,VERTEX_SE2 1879.353 4.881700800335911 -2.635366787341319 -1.5987470920042748
1969/12/31/19:31:19.372000,VERTEX_SE2 1879.368 4.881532928496217 -2.641364480759012 -1.5987157628813156
1969/12/31/19:31:19.379000,VERTEX_SE2 1879.375 4.881454856551812 -2.6441590178475267 -1.5987051197287794
1969/12/31/19:31:19.388000,VERTEX_SE2 1879.386 4.8813319050222015 -2.648561301841881 -1.5986921393147855
1969/12/31/19:31:19.400000,VERTEX_SE2 1879.395 4.881231450636523 -2.6521604372297136 -1.5986844966581057
1969/12/31/19:31:19.414000,VERTEX_SE2 1879.41 4.881064177099947 -2.6581510507816573 -1.598657314842094
1969/12/31/19:31:19.418000,VERTEX_SE2 1879.41 4.881064177099947 -2.6581510507816573 -1.598657314842094
1969/12/31/19:31:19.428000,VERTEX_SE2 1879.426 4.880886230875116 -2.6645338120958146 -1.5986463310728136
1969/12/31/19:31:19.437000,VERTEX_SE2 1879.435 4.880786024750504 -2.668129892522342 -1.5986381706769777
1969/12/31/19:31:19.449000,VERTEX_SE2 1879.445 4.880674770511884 -2.6721232774314125 -1.5986275858839476
1969/12/31/19:31:19.459000,VERTEX_SE2 1879.456 4.880552472296545 -2.676514465413225 -1.5986152159611
1969/12/31/19:31:19.463000,VERTEX_SE2 1879.463 4.880474448108413 -2.679317371658496 -1.598604403659556
1969/12/31/19:31:19.478000,VERTEX_SE2 1879.473 4.880363231689278 -2.6833132928673624 -1.598587178464409
1969/12/31/19:31:19.488000,VERTEX_SE2 1879.486 4.880218917572816 -2.688500897296999 -1.5985661744800397
1969/12/31/19:31:19.495000,VERTEX_SE2 1879.494 4.880130125365193 -2.691696523664766 -1.5985576282864904
1969/12/31/19:31:19.507000,VERTEX_SE2 1879.506 4.87999652746352 -2.696503895793501 -1.5985358662563627
1969/12/31/19:31:19.534000,VERTEX_SE2 1879.526 4.879774446719529 -2.7045009487422544 -1.598512218086494
1969/12/31/19:31:19.538000,VERTEX_SE2 1879.532 4.8797079595291715 -2.7068984835462566 -1.5985037341377326
1969/12/31/19:31:19.542000,VERTEX_SE2 1879.54 4.879619096829974 -2.7101041565415294 -1.5984977881768279
1969/12/31/19:31:19.546000,VERTEX_SE2 1879.543 4.879585815858989 -2.7113052087494642 -1.598496493105881
1969/12/31/19:31:19.557000,VERTEX_SE2 1879.554 4.879463929309364 -2.715702247666325 -1.5984836127852098
1969/12/31/19:31:19.568000,VERTEX_SE2 1879.567 4.8793197147180205 -2.7209059936510305 -1.5984643797196634
