time,.data
1969/12/31/19:31:11.945000,EDGE_SE2 1871.941 1871.941 -8.090312595287859e-08 0 -0.00031382990744486253 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:11.964000,EDGE_SE2 1871.962 1871.962 1.2800561916294633e-06 0 -0.0016493477706581207 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:11.969000,EDGE_SE2 1871.967 1871.967 1.8549389470894876e-07 0 -0.0003918404517654622 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:11.977000,EDGE_SE2 1871.972 1871.972 8.859289569998499e-07 0 -0.0003811339929866401 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:11.986000,EDGE_SE2 1871.984 1871.984 -2.232469507722013e-06 0 -0.0009139320721282775 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:11.997000,EDGE_SE2 1871.996 1871.996 -2.809590665715304e-07 0 -0.0009147294030255148 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.013000,EDGE_SE2 1872.004 1872.004 -8.536110340938807e-07 0 -0.0005913872578203837 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.019000,EDGE_SE2 1872.014 1872.014 -8.451042082446624e-07 0 -0.000739460249910144 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.026000,EDGE_SE2 1872.022 1872.022 1.6542389060233337e-07 0 -0.00059127125505651 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.040000,EDGE_SE2 1872.036 1872.036 -7.497759641690718e-07 0 -0.0010075129225111234 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.049000,EDGE_SE2 1872.047 1872.047 2.078195323584947e-07 0 -0.0007900115057484277 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.055000,EDGE_SE2 1872.053 1872.053 4.789162081244956e-07 0 -0.00043058845873088746 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.067000,EDGE_SE2 1872.064 1872.064 -2.448603101671439e-07 0 -0.0007676329252953147 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.076000,EDGE_SE2 1872.073 1872.073 2.1732246587073265e-07 0 -0.000628713091809545 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.083000,EDGE_SE2 1872.082 1872.082 -9.01073959295033e-07 0 -0.0006285429960294752 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.098000,EDGE_SE2 1872.094 1872.094 5.479400196367544e-07 0 -0.0008135743820899458 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.109000,EDGE_SE2 1872.106 1872.106 -4.246123565997669e-07 0 -0.0008135881773068724 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.116000,EDGE_SE2 1872.112 1872.112 1.2027786777243517e-06 0 -0.00040613066559186894 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.125000,EDGE_SE2 1872.123 1872.123 -4.840978801020631e-07 0 -0.0007164170332961271 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.134000,EDGE_SE2 1872.132 1872.132 -6.083163177328673e-07 0 -0.0005872309858710452 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.146000,EDGE_SE2 1872.143 1872.143 -3.8217040527295084e-07 0 -0.0007165917557141082 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.153000,EDGE_SE2 1872.152 1872.152 4.821812267752977e-07 0 -0.0005870232909082501 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.169000,EDGE_SE2 1872.165 1872.165 1.6320959792402926e-06 0 -0.000815245861864691 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.172000,EDGE_SE2 1872.172 1872.172 -1.0342624717386408e-06 0 -0.00043460907171783455 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.184000,EDGE_SE2 1872.182 1872.182 1.1221900964520853e-06 0 -0.000620566970753139 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.198000,EDGE_SE2 1872.196 1872.196 7.508830249413595e-07 0 -0.0008705145695154545 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.207000,EDGE_SE2 1872.204 1872.204 -9.158647589988863e-07 0 -0.0004884951244252322 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.211000,EDGE_SE2 1872.211 1872.211 -7.352092518136258e-08 0 -0.00042541467751088766 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.223000,EDGE_SE2 1872.223 1872.223 -7.793026497879445e-07 0 -0.0007314544057308583 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.246000,EDGE_SE2 1872.233 1872.233 1.8801673909757137e-06 0 -0.0005923416908872877 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.254000,EDGE_SE2 1872.251 1872.251 -1.0024473518645056e-06 0 -0.0010627201593421175 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.256000,EDGE_SE2 1872.255 1872.255 -1.3018226638981584e-07 0 -0.00023665015226797796 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.269000,EDGE_SE2 1872.263 1872.263 4.4713707907200586e-07 0 -0.00047280765070088424 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.280000,EDGE_SE2 1872.276 1872.276 6.426790751243706e-07 0 -0.000739299332669583 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.288000,EDGE_SE2 1872.286 1872.286 9.125984086171532e-07 0 -0.0005688750940937077 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.295000,EDGE_SE2 1872.293 1872.293 -1.0147628231461063e-06 0 -0.0003986310495183237 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.307000,EDGE_SE2 1872.303 1872.303 -1.345691126599204e-07 0 -0.000545811928526773 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.325000,EDGE_SE2 1872.318 1872.318 1.3920015099564595e-06 0 -0.0008117323591728074 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.330000,EDGE_SE2 1872.327 1872.327 -5.876398071157923e-07 0 -0.0004865692634799848 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.334000,EDGE_SE2 1872.333 1872.333 -1.8373174344828836e-07 0 -0.00032539833548725215 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.348000,EDGE_SE2 1872.344 1872.344 1.9901008507060885e-06 0 -0.000584325424017175 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.355000,EDGE_SE2 1872.352 1872.352 -3.5119440923641046e-07 0 -0.0004252866831600538 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.366000,EDGE_SE2 1872.365 1872.365 -5.71563544887543e-07 0 -0.0006903866166856008 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.374000,EDGE_SE2 1872.373 1872.373 2.823812718340738e-07 0 -0.0004130726898968329 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.386000,EDGE_SE2 1872.382 1872.382 2.5708001712760217e-08 0 -0.00046500653454319883 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.396000,EDGE_SE2 1872.392 1872.392 -7.167043764546821e-07 0 -0.0005163842848723404 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.415000,EDGE_SE2 1872.41 1872.41 1.0629981864919457e-06 0 -0.0008922336414361528 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.422000,EDGE_SE2 1872.421 1872.421 -8.193464477050284e-07 0 -0.0005468587763228628 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.422000,EDGE_SE2 1872.422 1872.422 -9.808744359606392e-08 0 -4.971923442022648e-05 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.437000,EDGE_SE2 1872.435 1872.435 3.8717049367320467e-07 0 -0.0006456781981605917 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.446000,EDGE_SE2 1872.442 1872.442 2.982044673641795e-07 0 -0.0003350227857606188 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.458000,EDGE_SE2 1872.455 1872.455 1.1292166398203829e-07 0 -0.0006157388132235791 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.465000,EDGE_SE2 1872.464 1872.464 3.2311357065595203e-09 0 -0.000425267235536365 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.476000,EDGE_SE2 1872.474 1872.474 -9.062788392644601e-07 0 -0.00047398419898399984 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.488000,EDGE_SE2 1872.485 1872.485 6.51437310757648e-07 0 -0.0005074432367102428 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.502000,EDGE_SE2 1872.499 1872.499 8.566800857523219e-07 0 -0.0006433547676406788 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.507000,EDGE_SE2 1872.505 1872.505 1.3937649024198357e-07 0 -0.00027624286026626084 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.519000,EDGE_SE2 1872.514 1872.514 -4.064954701985152e-07 0 -0.00041443926430223565 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.538000,EDGE_SE2 1872.538 1872.538 1.331017855390796e-06 0 -0.0010715187649611357 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.550000,EDGE_SE2 1872.544 1872.544 -2.234414049889837e-07 0 -0.00026878041341597814 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.554000,EDGE_SE2 1872.553 1872.553 2.6377414875568616e-07 0 -0.00039557008898351184 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.565000,EDGE_SE2 1872.559 1872.559 -2.8883803354143932e-08 0 -0.00025824748883211934 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.573000,EDGE_SE2 1872.568 1872.568 -4.13232582587003e-07 0 -0.00038723418153725514 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.579000,EDGE_SE2 1872.576 1872.576 4.581157008959686e-08 0 -0.00034466576601512256 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.588000,EDGE_SE2 1872.584 1872.584 3.9195235133181623e-07 0 -0.0003346825406888335 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.601000,EDGE_SE2 1872.597 1872.597 -8.737249217318373e-07 0 -0.0005440016509654599 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.606000,EDGE_SE2 1872.604 1872.604 -1.7525959201038258e-07 0 -0.0002921886208086897 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.618000,EDGE_SE2 1872.618 1872.618 -1.1753339095215695e-06 0 -0.0005694429718689638 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.626000,EDGE_SE2 1872.626 1872.626 1.572070292760131e-07 0 -0.0003213797811366653 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.639000,EDGE_SE2 1872.638 1872.638 4.128520112332182e-07 0 -0.00048257514633660874 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.644000,EDGE_SE2 1872.643 1872.643 2.593245649858419e-07 0 -0.00020062115585217579 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.653000,EDGE_SE2 1872.653 1872.653 -6.910210276317762e-07 0 -0.0003947449531511659 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.673000,EDGE_SE2 1872.671 1872.671 1.6646256854699608e-06 0 -0.0007096381250918964 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.677000,EDGE_SE2 1872.676 1872.676 -8.414248643731538e-08 0 -0.0001976123467454357 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.689000,EDGE_SE2 1872.683 1872.683 6.54567508666779e-08 0 -0.0002687213904207743 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.691000,EDGE_SE2 1872.691 1872.691 -1.350338187113636e-08 0 -0.00030610700466334004 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.717000,EDGE_SE2 1872.713 1872.713 -7.836525688727296e-07 0 -0.0008451671573442027 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.717000,EDGE_SE2 1872.714 1872.714 -9.076894294220283e-08 0 -3.725158308422035e-05 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.730000,EDGE_SE2 1872.729 1872.729 -1.8107892416603984e-07 0 -0.0005605103602400866 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.734000,EDGE_SE2 1872.733 1872.733 4.833239384613432e-07 0 -0.00014928870452139838 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.745000,EDGE_SE2 1872.744 1872.744 -2.7935041720266613e-07 0 -0.0004110351233495773 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.755000,EDGE_SE2 1872.752 1872.752 -3.7742950947729897e-07 0 -0.00028758549170166645 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.764000,EDGE_SE2 1872.762 1872.762 -3.1465946941940865e-07 0 -0.00035894793888484333 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.772000,EDGE_SE2 1872.772 1872.772 -1.0440071872834558e-06 0 -0.00035817229003730773 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.787000,EDGE_SE2 1872.782 1872.782 0.004008954210294983 0 -0.00034736382880762773 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.798000,EDGE_SE2 1872.797 1872.797 0.005994191876361214 0 -0.0005147742442675187 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.804000,EDGE_SE2 1872.802 1872.802 0.002004811123058528 0 -0.00017249557187716996 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.816000,EDGE_SE2 1872.816 1872.816 0.005608890232905339 0 -0.0004820899939993782 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.837000,EDGE_SE2 1872.833 1872.833 0.006803965380928562 0 -0.000581860265399395 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.838000,EDGE_SE2 1872.835 1872.835 0.0007998510137422685 0 -6.698502992602975e-05 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.850000,EDGE_SE2 1872.847 1872.847 0.004800469439995283 0 -0.0003741149709985182 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.855000,EDGE_SE2 1872.853 1872.853 0.0024044565865389543 0 -0.00019226826910576385 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.869000,EDGE_SE2 1872.863 1872.863 0.004006646913598239 0 -0.00032328647936967573 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.885000,EDGE_SE2 1872.88 1872.88 0.006789289578967705 0 -0.0005008707313670842 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.896000,EDGE_SE2 1872.892 1872.892 0.004794563231014382 0 -0.0003417298228333166 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.900000,EDGE_SE2 1872.893 1872.893 0.0004001079266354607 0 -2.8450656013421764e-05 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.907000,EDGE_SE2 1872.903 1872.903 0.003998987613813894 0 -0.00027534966280787714 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.918000,EDGE_SE2 1872.919 1872.919 0.0064089225376258475 0 -0.0004739133854963739 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.924000,EDGE_SE2 1872.924 1872.924 0.0020007692603574425 0 -0.00013476241614681847 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.938000,EDGE_SE2 1872.929 1872.929 0.00200488185819134 0 -0.00013656931402521738 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.942000,EDGE_SE2 1872.942 1872.942 0.005207418107337381 0 -0.00034829439628388756 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.957000,EDGE_SE2 1872.953 1872.953 0.004417120113320512 0 -0.0002753071963950752 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.967000,EDGE_SE2 1872.964 1872.964 0.004404588951636605 0 -0.00027071569995375645 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.979000,EDGE_SE2 1872.973 1872.973 0.0036040712077484837 0 -0.00022125649273411102 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.985000,EDGE_SE2 1872.983 1872.983 0.0040007326036980845 0 -0.0002460149001205049 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:12.995000,EDGE_SE2 1872.993 1872.993 0.0039923343385900555 0 -0.0002327607448936337 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.004000,EDGE_SE2 1873.004 1873.004 0.00441063727732324 0 -0.00026386659262925673 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.019000,EDGE_SE2 1873.017 1873.017 0.005202848610326766 0 -0.0003018740700396435 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.027000,EDGE_SE2 1873.022 1873.022 0.0020024400542258355 0 -0.000116091496048281 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.035000,EDGE_SE2 1873.033 1873.033 0.004392942274675395 0 -0.00023870129382958324 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.044000,EDGE_SE2 1873.043 1873.043 0.00399732592782153 0 -0.00022441846568817565 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.054000,EDGE_SE2 1873.054 1873.054 0.004398926503304056 0 -0.0002472808906091658 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.069000,EDGE_SE2 1873.065 1873.065 0.004399498628804635 0 -0.00023408492098604233 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.083000,EDGE_SE2 1873.074 1873.074 0.0035975973557889345 0 -0.0001970713065478934 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.088000,EDGE_SE2 1873.076 1873.076 0.0008000641225651804 0 -4.5045522803959764e-05 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.097000,EDGE_SE2 1873.094 1873.094 0.007210517570305406 0 -0.00037894935693255156 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.105000,EDGE_SE2 1873.103 1873.103 0.003603504021640136 0 -0.00019340990750349083 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.118000,EDGE_SE2 1873.114 1873.114 0.004392880472875808 0 -0.00022432037402859935 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.130000,EDGE_SE2 1873.126 1873.126 0.004793997465492953 0 -0.0002541049083345886 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.137000,EDGE_SE2 1873.135 1873.135 0.003611471071429136 0 -0.0001912117557025246 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.143000,EDGE_SE2 1873.143 1873.143 0.00320132337297747 0 -0.00016412527840889922 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.154000,EDGE_SE2 1873.154 1873.154 0.004390918184417434 0 -0.0002120226894096798 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.166000,EDGE_SE2 1873.162 1873.162 0.0031949167339064342 0 -0.00016230262515404398 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.178000,EDGE_SE2 1873.173 1873.173 0.004398674528241493 0 -0.00022271156593566617 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.187000,EDGE_SE2 1873.182 1873.182 0.0035938834121441244 0 -0.00016077858197984505 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.200000,EDGE_SE2 1873.195 1873.195 0.005203520674827846 0 -0.000257970790352644 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.206000,EDGE_SE2 1873.203 1873.203 0.003200536242358709 0 -0.00015841863051772054 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.218000,EDGE_SE2 1873.213 1873.213 0.00399217226360464 0 -0.00017837936434908624 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.228000,EDGE_SE2 1873.218 1873.218 0.0019998375600412998 0 -9.669549198462404e-05 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.238000,EDGE_SE2 1873.235 1873.235 0.006781437294619594 0 -0.000319588470972305 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.251000,EDGE_SE2 1873.242 1873.242 0.002804755790119796 0 -0.00013645377624169977 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.256000,EDGE_SE2 1873.253 1873.253 0.004402113178814952 0 -0.00018767345841181932 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.267000,EDGE_SE2 1873.266 1873.266 0.005198489574694561 0 -0.00024342747345107522 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.278000,EDGE_SE2 1873.274 1873.274 0.003208920911402445 0 -0.0001458783730934233 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.286000,EDGE_SE2 1873.283 1873.283 0.00360115414360916 0 -0.00015131035308778187 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.298000,EDGE_SE2 1873.297 1873.297 0.005607619830652841 0 -0.0002398875637110165 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.305000,EDGE_SE2 1873.303 1873.303 0.002399151079744842 0 -0.00011142333651191825 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.311000,EDGE_SE2 1873.312 1873.312 0.0036013906482782704 0 -0.00015266318833265127 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.326000,EDGE_SE2 1873.324 1873.324 0.00479445222791011 0 -0.00020599442962828087 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.336000,EDGE_SE2 1873.328 1873.328 0.0016003695453668146 0 -6.348326558806623e-05 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.346000,EDGE_SE2 1873.343 1873.343 0.006008792138526287 0 -0.0002443491999914212 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.355000,EDGE_SE2 1873.353 1873.353 0.003990448285778092 0 -0.00016737129206463897 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.372000,EDGE_SE2 1873.372 1873.372 0.007621184860148642 0 -0.00032513008438187906 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.376000,EDGE_SE2 1873.374 1873.374 0.0007981826246380611 0 -3.3295947608688795e-05 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.385000,EDGE_SE2 1873.384 1873.384 0.004002746499770882 0 -0.00017233970214777504 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.401000,EDGE_SE2 1873.398 1873.398 0.005594139548623373 0 -0.00022150860762167347 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.406000,EDGE_SE2 1873.403 1873.403 0.0019967928940468936 0 -7.883797291264054e-05 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.417000,EDGE_SE2 1873.415 1873.415 0.0048197656685826425 0 -0.0001989228751854335 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.430000,EDGE_SE2 1873.424 1873.424 0.0036032904730435495 0 -0.00013975648467731534 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.435000,EDGE_SE2 1873.431 1873.431 0.0027958012523272005 0 -0.00010777990752805596 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.444000,EDGE_SE2 1873.443 1873.443 0.004793251469418171 0 -0.00019324044607411166 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.456000,EDGE_SE2 1873.454 1873.454 0.004394600647716894 0 -0.0001707757027789932 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.467000,EDGE_SE2 1873.466 1873.466 0.0048198313603620155 0 -0.00017073087834746357 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.473000,EDGE_SE2 1873.472 1873.472 0.0024048441327190464 0 -8.37952750982686e-05 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.489000,EDGE_SE2 1873.487 1873.487 0.006005803773573493 0 -0.0002117971141647702 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.495000,EDGE_SE2 1873.495 1873.495 0.003203019742453692 0 -0.00011489961576568692 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.507000,EDGE_SE2 1873.506 1873.506 0.004389185571246705 0 -0.0001628592291527393 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.516000,EDGE_SE2 1873.514 1873.514 0.00319637345030668 0 -0.00011482495408720527 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.523000,EDGE_SE2 1873.523 1873.523 0.0036050806636847574 0 -0.00012775054354946327 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.542000,EDGE_SE2 1873.538 1873.538 0.005988925722802566 0 -0.00021663068654759768 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.544000,EDGE_SE2 1873.545 1873.545 0.002802062953853631 0 -9.834646013588009e-05 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.558000,EDGE_SE2 1873.554 1873.554 0.0036018532775398374 0 -0.00012462637168034763 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.566000,EDGE_SE2 1873.563 1873.563 0.0036063656479965495 0 -0.00012934345914553233 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.578000,EDGE_SE2 1873.572 1873.572 0.003590135542625053 0 -0.00012649067998680215 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.586000,EDGE_SE2 1873.584 1873.584 0.00479824592411843 0 -0.00016533927196470225 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.596000,EDGE_SE2 1873.593 1873.593 0.003604910353155576 0 -0.0001212586229073409 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.604000,EDGE_SE2 1873.604 1873.604 0.00439862390756298 0 -0.00014350206424191113 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.619000,EDGE_SE2 1873.613 1873.613 0.0036097451880766594 0 -0.00011220364260834621 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:13.624000,EDGE_SE2 1873.622 1873.622 0.00359791596964127 0 -0.00010809544542434757 0.03 0.0 0.0 0.03 0.0 0.01
