time,.data
1969/12/31/19:31:30.965000,EDGE_SE2 1890.964 1890.964 7.132470723212762e-09 0 -0.0007846870781457229 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:30.979000,EDGE_SE2 1890.977 1890.977 4.2007027196700876e-07 0 -0.0020452760993878664 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:30.988000,EDGE_SE2 1890.986 1890.986 -2.24181118170318e-06 0 -0.0014160291820458594 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:30.995000,EDGE_SE2 1890.994 1890.994 3.505372189373555e-07 0 -0.001253746007832009 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.006000,EDGE_SE2 1891.004 1891.004 -2.6520612085440873e-06 0 -0.0015720497599869827 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.015000,EDGE_SE2 1891.013 1891.013 3.944561682641126e-06 0 -0.0014139509950225754 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.023000,EDGE_SE2 1891.024 1891.024 -3.6833654081980368e-06 0 -0.0017288208698679715 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.044000,EDGE_SE2 1891.039 1891.039 -8.912090031813141e-06 0 -0.0023553094646582436 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.050000,EDGE_SE2 1891.048 1891.048 -1.7124119453378017e-06 0 -0.0014170028956143545 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.058000,EDGE_SE2 1891.056 1891.056 -2.9414643945663037e-06 0 -0.0012566801806713752 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.068000,EDGE_SE2 1891.066 1891.066 -7.547167388251717e-07 0 -0.0015722847739985143 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.076000,EDGE_SE2 1891.073 1891.073 1.078633657925455e-06 0 -0.001099163977048799 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.087000,EDGE_SE2 1891.084 1891.084 -3.7948368881121942e-06 0 -0.0017278314254855897 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.100000,EDGE_SE2 1891.096 1891.096 -2.1377375641559974e-06 0 -0.0018860182369658373 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.108000,EDGE_SE2 1891.107 1891.107 4.2224940761943245e-06 0 -0.0017283332358842389 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.115000,EDGE_SE2 1891.113 1891.113 1.7422207074561193e-06 0 -0.0009424908302840171 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.128000,EDGE_SE2 1891.125 1891.125 5.345627604676193e-06 0 -0.001884130659643464 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.136000,EDGE_SE2 1891.135 1891.135 -3.052410922283434e-06 0 -0.0015726013451160905 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.172000,EDGE_SE2 1891.159 1891.159 -1.249767694623165e-06 0 -0.003776773022743858 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.175000,EDGE_SE2 1891.163 1891.163 -7.684094571069772e-07 0 -0.0006273740281548325 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.177000,EDGE_SE2 1891.176 1891.176 -2.8368091997769456e-07 0 -0.0020369442328023886 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.180000,EDGE_SE2 1891.179 1891.179 -4.617455521087673e-07 0 -0.0004705507530630266 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.195000,EDGE_SE2 1891.193 1891.193 1.5763802936243817e-06 0 -0.002197791636026741 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.204000,EDGE_SE2 1891.198 1891.198 1.7319289181031752e-07 0 -0.0007852014259314668 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.206000,EDGE_SE2 1891.206 1891.206 -9.941194985307717e-07 0 -0.0012537660077415378 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.216000,EDGE_SE2 1891.213 1891.213 -5.467857741809579e-07 0 -0.0010969231881371392 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.227000,EDGE_SE2 1891.225 1891.225 -3.331463566828582e-06 0 -0.0018832748339147967 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.237000,EDGE_SE2 1891.233 1891.233 1.520596257484711e-07 0 -0.0012540676558314742 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.248000,EDGE_SE2 1891.246 1891.246 3.802866174595166e-06 0 -0.002042173032381323 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.254000,EDGE_SE2 1891.253 1891.253 1.5613157143981028e-06 0 -0.0010988783381318072 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.270000,EDGE_SE2 1891.268 1891.268 -4.6543659754719115e-06 0 -0.0023583339047460717 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.284000,EDGE_SE2 1891.279 1891.279 2.7797186010395296e-06 0 -0.0017262983226754808 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.289000,EDGE_SE2 1891.287 1891.287 1.7641425102180102e-06 0 -0.0012545701857722595 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.301000,EDGE_SE2 1891.293 1891.293 -9.19145233733185e-07 0 -0.000941285969154569 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.309000,EDGE_SE2 1891.304 1891.304 1.600306393525137e-06 0 -0.001724333547499387 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.317000,EDGE_SE2 1891.313 1891.313 2.4750628771242434e-06 0 -0.0014100033607060262 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.330000,EDGE_SE2 1891.327 1891.327 -2.0429900410905777e-08 0 -0.002198707912873596 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.343000,EDGE_SE2 1891.34 1891.34 -1.1663263416201688e-06 0 -0.00203707798852625 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.349000,EDGE_SE2 1891.346 1891.346 7.797614860329255e-07 0 -0.0009448878890202697 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.354000,EDGE_SE2 1891.354 1891.354 -6.939615616714155e-07 0 -0.0012590354138987947 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.366000,EDGE_SE2 1891.364 1891.364 5.448039359810594e-06 0 -0.0015676437096902788 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.376000,EDGE_SE2 1891.374 1891.374 -1.9391753195902396e-06 0 -0.0015707325829933385 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.387000,EDGE_SE2 1891.385 1891.385 -1.5207194130198398e-06 0 -0.00172891405746785 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.401000,EDGE_SE2 1891.393 1891.393 5.775399398477032e-07 0 -0.0012559934990825452 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.406000,EDGE_SE2 1891.404 1891.404 -1.7021249997789517e-07 0 -0.0017321763679928404 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.417000,EDGE_SE2 1891.414 1891.414 -3.7002214711568424e-06 0 -0.0015716260911083448 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.427000,EDGE_SE2 1891.424 1891.424 2.2167476335097586e-06 0 -0.0015721492998664367 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.439000,EDGE_SE2 1891.436 1891.436 -2.6576364874271897e-06 0 -0.001887696605742484 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.448000,EDGE_SE2 1891.444 1891.444 1.6035954157621426e-06 0 -0.0012559588134447301 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.459000,EDGE_SE2 1891.457 1891.457 -3.599373945322511e-06 0 -0.002040989269432466 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.475000,EDGE_SE2 1891.47 1891.47 -1.370183807433773e-06 0 -0.0020396030426683663 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.489000,EDGE_SE2 1891.488 1891.488 4.684711292002647e-07 0 -0.0028302586542248006 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.493000,EDGE_SE2 1891.492 1891.492 -1.2998110045995296e-06 0 -0.0006289792913888193 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.498000,EDGE_SE2 1891.495 1891.495 -5.936988942870658e-07 0 -0.0004711409765052384 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.508000,EDGE_SE2 1891.505 1891.505 1.0015688860642208e-06 0 -0.0015727782215125441 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.520000,EDGE_SE2 1891.518 1891.518 -2.847430929152326e-07 0 -0.0020435461369609957 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.528000,EDGE_SE2 1891.526 1891.526 1.1497375113065457e-06 0 -0.001256115677244913 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.541000,EDGE_SE2 1891.533 1891.533 -3.9334327941966985e-06 0 -0.0011011027905976298 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.547000,EDGE_SE2 1891.545 1891.545 3.912429358156151e-06 0 -0.0018856949924646656 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.557000,EDGE_SE2 1891.555 1891.555 -1.8338563676069857e-06 0 -0.0015682866604974038 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.562000,EDGE_SE2 1891.563 1891.563 -1.4426527428037354e-06 0 -0.0012567274021045005 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.579000,EDGE_SE2 1891.576 1891.576 2.3451523281135413e-06 0 -0.0020422484710256035 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.596000,EDGE_SE2 1891.595 1891.595 2.2686881832140953e-07 0 -0.002985170494545078 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.605000,EDGE_SE2 1891.598 1891.598 -5.448197069937821e-07 0 -0.0004706795169219514 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.609000,EDGE_SE2 1891.606 1891.606 -9.453806974572944e-07 0 -0.0012543701093392914 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.622000,EDGE_SE2 1891.614 1891.614 3.9497611432029195e-07 0 -0.0012601735403112615 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.639000,EDGE_SE2 1891.637 1891.637 -8.427321500198368e-07 0 -0.003606897754264327 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.639000,EDGE_SE2 1891.64 1891.64 -1.7106443563348882e-06 0 -0.0004722340978859978 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.653000,EDGE_SE2 1891.651 1891.651 -3.919016934294121e-06 0 -0.0017309928156153949 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.657000,EDGE_SE2 1891.655 1891.655 1.5288970237408238e-07 0 -0.0006294366928522954 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.665000,EDGE_SE2 1891.664 1891.664 4.2413082397488023e-07 0 -0.001413388036369234 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.673000,EDGE_SE2 1891.673 1891.673 -7.712023076852654e-07 0 -0.0014133456880043131 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.685000,EDGE_SE2 1891.683 1891.683 -3.183831758465128e-07 0 -0.0015688979345435516 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.701000,EDGE_SE2 1891.697 1891.697 2.61727784250469e-06 0 -0.0021933657523136012 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.705000,EDGE_SE2 1891.703 1891.703 -1.505656287583215e-06 0 -0.0009417537206270459 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.717000,EDGE_SE2 1891.713 1891.713 -5.020489594029883e-07 0 -0.001567846122650152 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.733000,EDGE_SE2 1891.73 1891.73 1.707991222241602e-06 0 -0.0026717877743223845 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.735000,EDGE_SE2 1891.734 1891.734 -1.7622927050989654e-06 0 -0.0006293366955572872 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.746000,EDGE_SE2 1891.745 1891.745 -4.20780360435301e-07 0 -0.0017272415172718816 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.755000,EDGE_SE2 1891.753 1891.753 1.222974969391461e-06 0 -0.0012553259128534578 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.767000,EDGE_SE2 1891.767 1891.767 3.157179775848207e-06 0 -0.0021989201732918583 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.779000,EDGE_SE2 1891.773 1891.773 7.024779013575318e-07 0 -0.0009440598491879341 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.789000,EDGE_SE2 1891.788 1891.788 9.093182803121667e-07 0 -0.002356056878925754 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.797000,EDGE_SE2 1891.794 1891.794 3.3142061814518304e-07 0 -0.0009411916640106144 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.808000,EDGE_SE2 1891.807 1891.807 1.1261225443611382e-06 0 -0.0020397276788421998 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.819000,EDGE_SE2 1891.817 1891.817 -1.5105179354027243e-06 0 -0.0015703205959663978 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.828000,EDGE_SE2 1891.825 1891.825 -2.3923146907855896e-07 0 -0.0012556213074345114 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.841000,EDGE_SE2 1891.838 1891.838 1.4394404706756028e-06 0 -0.0020404004481053084 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.846000,EDGE_SE2 1891.843 1891.843 4.627408520238018e-08 0 -0.0007885772186889166 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.857000,EDGE_SE2 1891.854 1891.854 4.177459091828048e-06 0 -0.0017298066545906963 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.870000,EDGE_SE2 1891.87 1891.87 5.132262777653368e-07 0 -0.0025133811809963298 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.873000,EDGE_SE2 1891.873 1891.873 7.306799469411738e-07 0 -0.000471724854782008 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.885000,EDGE_SE2 1891.883 1891.883 3.50638822755797e-07 0 -0.0015723856001713915 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.910000,EDGE_SE2 1891.906 1891.906 1.69713145242114e-06 0 -0.003606525590906596 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.915000,EDGE_SE2 1891.913 1891.913 -2.0307374635488215e-07 0 -0.001100903587398563 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.920000,EDGE_SE2 1891.918 1891.918 -1.6231105668777652e-06 0 -0.0007853356843933338 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.931000,EDGE_SE2 1891.929 1891.929 -6.7173834670171025e-09 0 -0.001726773540537348 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.938000,EDGE_SE2 1891.934 1891.934 4.713690468093819e-08 0 -0.0007868059618789051 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.949000,EDGE_SE2 1891.948 1891.948 -4.235914796125381e-06 0 -0.002203136472954989 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.958000,EDGE_SE2 1891.954 1891.954 -1.8510447187350585e-07 0 -0.0009434719149093075 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.978000,EDGE_SE2 1891.972 1891.972 -7.177144976873371e-06 0 -0.002835528486405952 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.978000,EDGE_SE2 1891.972 1891.972 -0.0 0 -0.0 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.995000,EDGE_SE2 1891.992 1891.992 -8.399738541286597e-06 0 -0.00313899948433733 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:31.997000,EDGE_SE2 1891.992 1891.992 0.0 0 -0.0 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.006000,EDGE_SE2 1892.004 1892.004 3.0436410352144915e-06 0 -0.0018872401058719055 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.015000,EDGE_SE2 1892.014 1892.014 -1.724292354839668e-07 0 -0.0015670962107084256 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.028000,EDGE_SE2 1892.025 1892.025 -1.0575065361123139e-07 0 -0.0017260245587874985 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.054000,EDGE_SE2 1892.03 1892.03 -4.968889147064977e-07 0 -0.0007862975728599787 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.055000,EDGE_SE2 1892.03 1892.03 -0.0 0 -0.0 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.060000,EDGE_SE2 1892.059 1892.059 9.944697519815427e-06 0 -0.004546091945299259 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.067000,EDGE_SE2 1892.066 1892.066 -8.598804318925357e-09 0 -0.0011007631740613158 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.081000,EDGE_SE2 1892.074 1892.074 3.681363735740854e-07 0 -0.001258696944161938 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.089000,EDGE_SE2 1892.084 1892.084 3.151717529509551e-06 0 -0.0015685111123388818 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.095000,EDGE_SE2 1892.095 1892.095 -1.6873576067699197e-07 0 -0.0017272828506250616 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.108000,EDGE_SE2 1892.095 1892.095 0.0 0 -0.0 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.117000,EDGE_SE2 1892.119 1892.119 -1.8942090462579774e-06 0 -0.0037733162920116 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.137000,EDGE_SE2 1892.137 1892.137 -4.104460489219862e-06 0 -0.002829553578750295 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.143000,EDGE_SE2 1892.137 1892.137 0.0 0 -0.0 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.151000,EDGE_SE2 1892.145 1892.145 -8.279854735296381e-07 0 -0.0012542981697218978 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.162000,EDGE_SE2 1892.16 1892.16 -1.1706067601110355e-06 0 -0.002351896077524612 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.169000,EDGE_SE2 1892.164 1892.164 -1.6500777631472012e-06 0 -0.0006293582529479597 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.176000,EDGE_SE2 1892.174 1892.174 1.05269524253005e-06 0 -0.0015715739307986904 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.187000,EDGE_SE2 1892.184 1892.184 -1.949804089840911e-06 0 -0.0015718355048762748 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.195000,EDGE_SE2 1892.194 1892.194 -1.946853640251159e-06 0 -0.0015720871292560967 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.205000,EDGE_SE2 1892.204 1892.204 1.5673729352602187e-06 0 -0.001569363500672974 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.215000,EDGE_SE2 1892.212 1892.212 9.110476146483226e-07 0 -0.0012547438292917117 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.226000,EDGE_SE2 1892.224 1892.224 -1.2312254032836577e-06 0 -0.0018782252180184545 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.234000,EDGE_SE2 1892.234 1892.234 -7.517109061717526e-07 0 -0.001573520067575795 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.248000,EDGE_SE2 1892.248 1892.248 2.3586013007017306e-06 0 -0.002198732408575434 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.256000,EDGE_SE2 1892.255 1892.255 1.2627411434514066e-06 0 -0.001098538617079567 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.271000,EDGE_SE2 1892.269 1892.269 1.1208579868498305e-06 0 -0.002200854137396724 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.274000,EDGE_SE2 1892.274 1892.274 -5.417154967159103e-07 0 -0.0007849418865717675 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.286000,EDGE_SE2 1892.284 1892.284 -2.6465020986027445e-07 0 -0.0015671271146164467 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.295000,EDGE_SE2 1892.294 1892.294 -2.295633925332798e-06 0 -0.0015703735868012954 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.343000,EDGE_SE2 1892.34 1892.34 5.030901651736546e-07 0 -0.007228118107295295 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.348000,EDGE_SE2 1892.341 1892.341 3.303898724329309e-07 0 -0.00015698314656880836 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.353000,EDGE_SE2 1892.35 1892.35 -2.8708455798142787e-07 0 -0.0014130658755055361 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.364000,EDGE_SE2 1892.362 1892.362 3.7799744966368783e-07 0 -0.001887844574998258 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.375000,EDGE_SE2 1892.365 1892.365 -2.4436790313892645e-07 0 -0.00047066690268587186 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.382000,EDGE_SE2 1892.381 1892.381 1.2171585984867842e-06 0 -0.0025127457677797476 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.393000,EDGE_SE2 1892.389 1892.389 -3.312321216009751e-06 0 -0.001256451878554536 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.400000,EDGE_SE2 1892.401 1892.401 -1.159311232673052e-06 0 -0.0018847202358859571 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.417000,EDGE_SE2 1892.413 1892.413 1.4551534577026504e-06 0 -0.001885244633559034 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.424000,EDGE_SE2 1892.421 1892.421 1.3953625609898678e-06 0 -0.0012560176922608952 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.430000,EDGE_SE2 1892.43 1892.43 -1.050068032229866e-06 0 -0.0014151914276581364 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.442000,EDGE_SE2 1892.441 1892.441 1.5158037425421256e-06 0 -0.0017294176501560644 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.451000,EDGE_SE2 1892.452 1892.452 8.805246210245658e-07 0 -0.0017278554327649625 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.462000,EDGE_SE2 1892.458 1892.458 9.504991624413085e-07 0 -0.0009423172004220477 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.472000,EDGE_SE2 1892.471 1892.471 3.4446755105014873e-06 0 -0.002040291036130051 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.487000,EDGE_SE2 1892.482 1892.482 9.424782403780267e-07 0 -0.0017242411627481392 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.497000,EDGE_SE2 1892.495 1892.495 -4.422344506788996e-06 0 -0.00204260040589671 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.501000,EDGE_SE2 1892.496 1892.496 -2.873760128947697e-07 0 -0.00015689457586318288 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.509000,EDGE_SE2 1892.506 1892.506 -2.911227800838829e-08 0 -0.0015737501834209272 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.521000,EDGE_SE2 1892.519 1892.519 -2.3292900740332643e-06 0 -0.0020428517656028945 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.528000,EDGE_SE2 1892.528 1892.528 2.2050713917636374e-06 0 -0.001413799559925426 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.538000,EDGE_SE2 1892.538 1892.538 -1.0599603946295512e-06 0 -0.001568819115348293 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.549000,EDGE_SE2 1892.548 1892.548 2.329220308225077e-06 0 -0.0015714706372565045 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.558000,EDGE_SE2 1892.558 1892.558 2.016233108588352e-06 0 -0.0015714308438947455 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.568000,EDGE_SE2 1892.568 1892.568 1.007283089686728e-06 0 -0.0015743705501145558 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.578000,EDGE_SE2 1892.578 1892.578 -6.171261186865906e-07 0 -0.0015697924782222 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.592000,EDGE_SE2 1892.591 1892.591 -3.859069000884819e-06 0 -0.0020414634210937587 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.599000,EDGE_SE2 1892.598 1892.598 5.966613787634017e-07 0 -0.0010988599141262402 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.608000,EDGE_SE2 1892.608 1892.608 3.153593173941447e-07 0 -0.001568601215012434 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.619000,EDGE_SE2 1892.618 1892.618 -8.657216086386081e-07 0 -0.001571321881225844 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.631000,EDGE_SE2 1892.628 1892.628 2.9419189684404447e-07 0 -0.0015706501399544476 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.641000,EDGE_SE2 1892.638 1892.638 7.356177150022551e-07 0 -0.0015746963620895205 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.648000,EDGE_SE2 1892.648 1892.648 1.4118990059060566e-06 0 -0.0015697856350898657 0.03 0.0 0.0 0.03 0.0 0.01
1969/12/31/19:31:32.660000,EDGE_SE2 1892.658 1892.658 -1.7627884376430312e-06 0 -0.001570895728567652 0.03 0.0 0.0 0.03 0.0 0.01
